index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred,TotalRes,Matches,GPT3Pred2List,ProbableFPLenth,FalsePositives
915,change_with_action,marks,Liam is a student and appeared for an exam. The exam was of 81 marks. He answered a few questions incorrectly.,"For getting full marks in an exam, you meed to answer all the questions correctly","{'question_text': 'How marks he can possibly get?', 'options': [{'A': 92}, {'B': 77}, {'C': 99}, {'D': 89}, {'E': 'None'}], 'value_answer': [77], 'option_answer': ['B'], 'other': {'given_value': 81, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How marks he can possibly get?,"[{'A': 92}, {'B': 77}, {'C': 99}, {'D': 89}, {'E': 'None'}]",['77'],['B'],Neeraj,"[92, 77, 89]",1,1,"['92', '77', '89']",3,2
1105,implicit_numerical_knowledge,triangle,Abraham was hired to fence an equilateral triangle of side length 12 units.,An equilateral triangle has three sides of equal length,"{'question_text': 'What length wire could be used to completely fence the garden?', 'options': [{'A': 40}, {'B': 38}, {'C': 36}, {'D': 30}, {'E': 'None'}], 'value_answer': [40, 38, 36], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What length wire could be used to completely fence the garden?,"[{'A': 40}, {'B': 38}, {'C': 36}, {'D': 30}, {'E': 'None'}]","['40', '38', '36']","['A', 'B', 'C']",Neeraj,"[40, 38]",3,2,"['40', '38']",2,-1
1376,non_numerical,birds_fly,"Logan saw an bird that couldn't fly,and it was running around in the national park.","Birds like ostrich and penguin can't fly whereas crow, parrots, and kingfisher can fly.","{'question_text': 'What could be the bird?', 'options': [{'A': 'ostrich'}, {'B': 'crow'}, {'C': 'woodpecker'}, {'D': 'lion'}], 'value_answer': ['ostrich'], 'option_answer': ['A'], 'other': {}}",What could be the bird?,"[{'A': 'ostrich'}, {'B': 'crow'}, {'C': 'woodpecker'}, {'D': 'lion'}]","[""'ostrich'""]",['A'],Saurabh,"['ostrich', 'crow']",1,1,"[""'ostrich'"", ""'crow'""]",2,1
1213,non_numerical,profession_knowledge,The main door in Jackson's house was broken and needed repairs. So he hired a person to repair the door.,Carpenter is the person who makes furniture.,"{'question_text': 'Who could have been the person that Jackson hired to do this job?', 'options': [{'A': 'Doctor'}, {'B': 'Teacher'}, {'C': 'Chef'}, {'D': 'Carpenter'}], 'value_answer': ['Carpenter'], 'option_answer': ['D'], 'other': {}}",Who could have been the person that Jackson hired to do this job?,"[{'A': 'Doctor'}, {'B': 'Teacher'}, {'C': 'Chef'}, {'D': 'Carpenter'}]","[""'Carpenter'""]",['D'],Kevin,[D],1,1,['D'],1,0
827,attribute_comparison,strain_and_stress,Adriel subjected two balls with stress and more stress was applied to the first ball. The strain developed in the first ball is 35 units.,The strain developed in an object is directly proportional to the stress applied.,"{'question_text': 'What could be the strain developed in the other ball?', 'options': [{'A': 39}, {'B': 37}, {'C': 30}, {'D': 31}], 'value_answer': [30, 31], 'option_answer': ['C', 'D'], 'other': {'given_value': 35, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the strain developed in the other ball?,"[{'A': 39}, {'B': 37}, {'C': 30}, {'D': 31}]","['30', '31']","['C', 'D']",Sivapriya,"[39, 37]",2,0,"['39', '37']",2,0
1097,implicit_numerical_knowledge,square,"To protect the square garden of side length 6 units from invaders, Bennett fenced some of the uncovered sides of his garden with wires.",A square has four sides of equal length,"{'question_text': 'What length wire could be used for fencing with wastage?', 'options': [{'A': 27}, {'B': 19}, {'C': 22}, {'D': 21}], 'value_answer': [27], 'option_answer': ['A'], 'other': {'given_value': 24, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What length wire could be used for fencing with wastage?,"[{'A': 27}, {'B': 19}, {'C': 22}, {'D': 21}]",['27'],['A'],Neeraj,"[22, 21]",1,0,"['22', '21']",2,1
491,attribute_comparison,buoyant_and_density,George is sailing on a boat and was intriugued to study how boat floats on water as part of which he observed the changes in buoyant force and density on two fluids. The buoyant force exerted when density is higher is 23 units.,Buoyant force is directly proportional to the density of the fluid in which an object is immersed.,"{'question_text': 'What could be the buoyant force exerted by other fluid?', 'options': [{'A': 26}, {'B': 27}, {'C': 25}, {'D': 23}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 23, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the buoyant force exerted by other fluid?,"[{'A': 26}, {'B': 27}, {'C': 25}, {'D': 23}, {'E': 'None'}]","[""'None'""]",['E'],Yamini,"[26, 27, 25]",1,0,"['26', '27', '25']",3,2
1335,non_numericalSG,norway,"David lives in a place, where the day does not goes dark for approx six months.","In Norway, there is daylight for approximately 6 months","{'question_text': 'What could be the place?', 'options': [{'A': 'Mexico'}, {'B': 'Norway'}, {'C': 'USA'}, {'D': 'India'}], 'value_answer': ['India'], 'option_answer': ['D'], 'other': {}}",What could be the place?,"[{'A': 'Mexico'}, {'B': 'Norway'}, {'C': 'USA'}, {'D': 'India'}]","[""'India'""]",['D'],Sidharth,[Norway],1,0,['Norway'],1,0
617,attribute_comparison,solubility_and_solid,"Carlos wanted to dissolve salt in water at two different temperatures. At temperature 265 K, the solubility was higher.",The solubility of a solid in water increases with an increase in temperature.,"{'question_text': 'What could be the temperature of the other solution?', 'options': [{'A': 263}, {'B': 268}, {'C': 266}, {'D': 262}, {'E': 'None'}], 'value_answer': [263, 262], 'option_answer': ['A', 'D'], 'other': {'given_value': 265, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature of the other solution?,"[{'A': 263}, {'B': 268}, {'C': 266}, {'D': 262}, {'E': 'None'}]","['263', '262']","['A', 'D']",Yamini,"[263, 268, 266]",2,1,"['263', '268', '266']",3,1
354,attribute_comparison,cab_driver_earn,Jacob is a cab driver in Tempe city and drove a cab for two days. The earnings he made on a day in which he had more number trips are 79 dollars.,A cab driver's earning is directly proportional to number of trips he makes.,"{'question_text': 'What could be the earnings Jacob could have made on the other day?', 'options': [{'A': 76}, {'B': 69}, {'C': 70}, {'D': 87}, {'E': 'None'}], 'value_answer': [76, 69, 70], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 79, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the earnings Jacob could have made on the other day?,"[{'A': 76}, {'B': 69}, {'C': 70}, {'D': 87}, {'E': 'None'}]","['76', '69', '70']","['A', 'B', 'C']",Saurabh,"[76, 87]",3,1,"['76', '87']",2,-1
131,attribute_comparison,portion,Thomas while playing cricket aimed his shot at a window and broke that window into several pieces. Weight of one of the broken piece is 31 pounds.,A portion of an object is less than the whole object,"{'question_text': 'What could be the weight of the unbroken window?', 'options': [{'A': 37}, {'B': 33}, {'C': 21}, {'D': 32}, {'E': 'None'}], 'value_answer': [37, 33, 32], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 31, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of the unbroken window?,"[{'A': 37}, {'B': 33}, {'C': 21}, {'D': 32}, {'E': 'None'}]","['37', '33', '32']","['A', 'B', 'D']",Neeraj,"[37, 33]",3,2,"['37', '33']",2,-1
875,change_with_action,addition,A negative number was added to 70.,Adding a negative number from a value results in a smaller value,"{'question_text': 'What could be the result?', 'options': [{'A': 70}, {'B': 89}, {'C': 87}, {'D': 73}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 70, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the result?,"[{'A': 70}, {'B': 89}, {'C': 87}, {'D': 73}, {'E': 'None'}]","[""'None'""]",['E'],Neeraj,"[70, 73]",1,0,"['70', '73']",2,1
625,attribute_comparison,surface_tension_and_temperature,Adriel wanted to wash clothes quicker as he had an important meeting coming up. So he decides to test the effect of surface tension of water in different temperatures. The temperature of liquid with surface tension is 21 units.,Surface tension decreases when the temperature increases,"{'question_text': 'What could be the temperature of the other water?', 'options': [{'A': 19}, {'B': 17}, {'C': 21}, {'D': 25}, {'E': 'None'}], 'value_answer': [25], 'option_answer': ['D'], 'other': {'given_value': 21, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the temperature of the other water?,"[{'A': 19}, {'B': 17}, {'C': 21}, {'D': 25}, {'E': 'None'}]",['25'],['D'],Yamini,"[19, 17]",1,0,"['19', '17']",2,1
1307,non_numericalSG,cube_side,Liam is owner of a toy shop. He has a toy which has 6 equal square shaped walls.,All the sides of a cube are equal.,"{'question_text': 'What could be the shape of the toy?', 'options': [{'A': 'Cube'}, {'B': 'Cylinder'}, {'C': 'Cuboid'}, {'D': 'Cone'}], 'value_answer': ['Cube'], 'option_answer': ['A'], 'other': {}}",What could be the shape of the toy?,"[{'A': 'Cube'}, {'B': 'Cylinder'}, {'C': 'Cuboid'}, {'D': 'Cone'}]","[""'Cube'""]",['A'],Sidharth,A,1,1,['A'],1,0
1324,non_numerical_sg,kangaroo,Alan went on a trip to Australia. He was eager to see the five legged animal that is famous in Australia.,Kangaroo is effectively a five legged animal.,"{'question_text': 'What could have been the animal that Alan saw?', 'options': [{'A': 'Kangaroo'}, {'B': 'Cheetah'}, {'C': 'Panther'}, {'D': 'Tasmanian Wolf'}], 'value_answer': ['Cheetah'], 'option_answer': ['B'], 'other': {}}",What could have been the animal that Alan saw?,"[{'A': 'Kangaroo'}, {'B': 'Cheetah'}, {'C': 'Panther'}, {'D': 'Tasmanian Wolf'}]","[""'Cheetah'""]",['B'],Sidharth,['Kangaroo'],1,0,"[""'Kangaroo'""]",1,0
1466,non_numerical,corn_farm,Noah began traveling to different countries and planted corn seeds wherever he went. All planted seeds were harvested after a few days.,Corn is grown on every continent except antarctica.,"{'question_text': 'What could the places be?', 'options': [{'A': 'India'}, {'B': 'Antarctica'}, {'C': 'US'}, {'D': 'Australia'}], 'value_answer': ['India', 'US', 'Australia'], 'option_answer': ['A', 'C', 'D'], 'other': {}}",What could the places be?,"[{'A': 'India'}, {'B': 'Antarctica'}, {'C': 'US'}, {'D': 'Australia'}]","[""'India'"", ""'US'"", ""'Australia'""]","['A', 'C', 'D']",Sivapriya,"[India, US, Australia]",3,1,"['India', 'US', 'Australia']",3,0
117,attribute_comparison,length_and_resistance,Jordan's experiment is to observe the relationship between resistance and length of two wires. The length of the wire with lower resistance is 22 units.,Resistance is directly proportional to the length of the metalic wire,"{'question_text': 'What could be the length of the other wire?', 'options': [{'A': 22}, {'B': 19}, {'C': 20}, {'D': 18}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 22, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the length of the other wire?,"[{'A': 22}, {'B': 19}, {'C': 20}, {'D': 18}, {'E': 'None'}]","[""'None'""]",['E'],Neeraj,"[22, 20]",1,0,"['22', '20']",2,1
970,implicit_numerical_knowledge,alphabet,A school has a section corresponding to each letter of the english alphabet. Each section has 28 students. A few more students will join the school tomorrow.,English alphabet has 26 letters,"{'question_text': 'What could be the strength of the school tomorrow?', 'options': [{'A': 728}, {'B': 744}, {'C': 736}, {'D': 712}, {'E': 'None'}], 'value_answer': [744, 736], 'option_answer': ['B', 'C'], 'other': {'given_value': 728, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the strength of the school tomorrow?,"[{'A': 728}, {'B': 744}, {'C': 736}, {'D': 712}, {'E': 'None'}]","['744', '736']","['B', 'C']",Neeraj,"[728, 744, 736]",2,2,"['728', '744', '736']",3,1
818,attribute_comparison,rotation_angle_and_arc_length,There is a circular fence with two gates. The angle enclosed by first gate by the center of the fence is more than the second gate. The length of the first gate is 26 units.,The angle enclosed by two points on a circle at the center is directly proportional to the length of the arc between those two points.,"{'question_text': 'What could be the length of the other gate?', 'options': [{'A': 26}, {'B': 25}, {'C': 30}, {'D': 24}, {'E': 'None'}], 'value_answer': [25, 24], 'option_answer': ['B', 'D'], 'other': {'given_value': 26, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the length of the other gate?,"[{'A': 26}, {'B': 25}, {'C': 30}, {'D': 24}, {'E': 'None'}]","['25', '24']","['B', 'D']",Sivapriya,"[26, 25, 30, 24]",2,2,"['26', '25', '30', '24']",4,2
1491,non_numerical,microwave_and_heat,Barrett need to heat his food in microwave oven before eating. Barrett planned to buy some containers so that he could use to heat.,Materials like metals which reflect microwaves should never be used in a microwave cooking whereas the glass containers can be used.,"{'question_text': 'What could be the containers made of?', 'options': [{'A': 'paper cups'}, {'B': 'glass container'}, {'C': 'steel cup'}, {'D': 'foil'}], 'value_answer': ['paper cups', 'glass container'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the containers made of?,"[{'A': 'paper cups'}, {'B': 'glass container'}, {'C': 'steel cup'}, {'D': 'foil'}]","[""'paper cups'"", ""'glass container'""]","['A', 'B']",Sivapriya,[{'B': 'glass container'}],2,1,"[""'B': 'glass container'""]",1,-1
655,attribute_comparison,wetting_and_contact_angle,"To verify the effectiveness of two liquids, Tyler was comparing their contact angles and wettability. The contact angle of the liquid with higher wettability is 43 degrees.",Small contact angles correspond to high wettability.,"{'question_text': 'What could be the contact angle of the other liquid?', 'options': [{'A': 45}, {'B': 39}, {'C': 41}, {'D': 43}, {'E': 'None'}], 'value_answer': [45], 'option_answer': ['A'], 'other': {'given_value': 43, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the contact angle of the other liquid?,"[{'A': 45}, {'B': 39}, {'C': 41}, {'D': 43}, {'E': 'None'}]",['45'],['A'],Yamini,"[45, 39, 41]",1,1,"['45', '39', '41']",3,2
304,attribute_comparison,frequency and wavelength,There are two waves moving with same velocities and Abraham has to find the relationship between their frequency and wavelength. Wavelength of the wave with higher frequency is 81710 units.,"Given two waves with same velocity, a wave with higher frequency will have lower wavelength.","{'question_text': 'What could be the wavelength of the wave with lower frequency?', 'options': [{'A': 82300}, {'B': 81000}, {'C': 80700}, {'D': 82600}], 'value_answer': [81000, 80700], 'option_answer': ['B', 'C'], 'other': {'given_value': 81710, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the wavelength of the wave with lower frequency?,"[{'A': 82300}, {'B': 81000}, {'C': 80700}, {'D': 82600}]","['81000', '80700']","['B', 'C']",Himanshu,"[82300, 81000]",2,1,"['82300', '81000']",2,0
845,attribute_comparison,water_boil_and_level,"Eric boiled a glass of water to drink the hot water. The level of the water in the glass is 63 units. After boiling was done, she took the water into the glass.",Water will convert into water vapour on boiling.,"{'question_text': 'What could be the level of the water after boiling?', 'options': [{'A': 65}, {'B': 59}, {'C': 64}, {'D': 61}], 'value_answer': [59, 61], 'option_answer': ['B', 'D'], 'other': {'given_value': 63, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the level of the water after boiling?,"[{'A': 65}, {'B': 59}, {'C': 64}, {'D': 61}]","['59', '61']","['B', 'D']",Sivapriya,"[65, 64]",2,0,"['65', '64']",2,0
757,attribute_comparison,centripetal_acceleration_and_radius,Two objects were rotating around a pole in the circular path with same velocity and the centripetal acceleration of the first object is more than the second object. The first object's radius is 48 units.,Centripetal acceleration is inversely proportional to radius keeping the velocity constant.,"{'question_text': 'What could be the radius of the circular path for the other object?', 'options': [{'A': 46}, {'B': 47}, {'C': 45}, {'D': 43}, {'E': 'None'}], 'value_answer': [46, 47, 45, 43], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 48, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the radius of the circular path for the other object?,"[{'A': 46}, {'B': 47}, {'C': 45}, {'D': 43}, {'E': 'None'}]","['46', '47', '45', '43']","['A', 'B', 'C', 'D']",Sivapriya,"[46, 45]",4,2,"['46', '45']",2,-2
1479,non_numerical,fire_proof,"Hayden's house caught fire, and some objects in the house reduced the flow of heat in the meantime.",Fire-retardants like concrete can withstand extremely high temperatures and help to slow the spread of a fire whereas cotton cannot.,"{'question_text': 'What could be the objects?', 'options': [{'A': 'concrete'}, {'B': 'Fire-Bricks'}, {'C': 'Fire-Rate Doors'}, {'D': 'Cotton curtains'}], 'value_answer': ['concrete', 'Fire-Bricks', 'Fire-Rate Doors'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the objects?,"[{'A': 'concrete'}, {'B': 'Fire-Bricks'}, {'C': 'Fire-Rate Doors'}, {'D': 'Cotton curtains'}]","[""'concrete'"", ""'Fire-Bricks'"", ""'Fire-Rate Doors'""]","['A', 'B', 'C']",Sivapriya,"[A, C]",3,2,"['A', 'C']",2,-1
228,attribute_comparison,percentile_logic,"In a competitive exam for B-Schools, Oliver scored 73 percentile and had 6369 people scoring lesser than him.",Higher percentile means more people scored lower than you.,"{'question_text': ""If Oliver's friend whose percentile was higher than Oliver, how many candidates scored lesser than him."", 'options': [{'A': 6377}, {'B': 6393}, {'C': 6465}, {'D': 6429}, {'E': 'None'}], 'value_answer': [6377, 6393, 6465, 6429], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 6369, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}","If Oliver's friend whose percentile was higher than Oliver, how many candidates scored lesser than him.","[{'A': 6377}, {'B': 6393}, {'C': 6465}, {'D': 6429}, {'E': 'None'}]","['6377', '6393', '6465', '6429']","['A', 'B', 'C', 'D']",Kevin,"[6377, 6393]",4,2,"['6377', '6393']",2,-2
269,attribute_comparison,vehicle_and_garage,260 spots are there in a parking lot.,Number of vehicles in garage can not be more than the total number of spots in the garage.,"{'question_text': 'How many cars can this garage accommodate?', 'options': [{'A': 245}, {'B': 240}, {'C': 275}, {'D': 280}, {'E': 'None'}], 'value_answer': [245, 240], 'option_answer': ['A', 'B'], 'other': {'given_value': 260, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many cars can this garage accommodate?,"[{'A': 245}, {'B': 240}, {'C': 275}, {'D': 280}, {'E': 'None'}]","['245', '240']","['A', 'B']",Kevin,"[245, 275]",2,1,"['245', '275']",2,0
1486,non_numerical,input_device,Alan used a device to input some information to the computer.,"An input device like keyboard, the mouse is any hardware device that connects to a computer which sends information into the computer.","{'question_text': 'What could be the devices?', 'options': [{'A': 'keyboard'}, {'B': 'mouse'}, {'C': 'microphone'}, {'D': 'monitor'}], 'value_answer': ['keyboard', 'mouse', 'microphone'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the devices?,"[{'A': 'keyboard'}, {'B': 'mouse'}, {'C': 'microphone'}, {'D': 'monitor'}]","[""'keyboard'"", ""'mouse'"", ""'microphone'""]","['A', 'B', 'C']",Sivapriya,"[{'A': 'keyboard'}, {'B': 'mouse'}]",3,2,"[""'A': 'keyboard'"", ""'B': 'mouse'""]",2,-1
1352,non_numerical_sg,swimming,"Andrew went to a pool along with his friends. When he went to the pool, he didn't drown.",A person should learn swimming to not drown.,"{'question_text': ""What could be the skill due to which he didn't drown?"", 'options': [{'A': 'Skating'}, {'B': 'Swimming'}, {'C': 'Cooking'}, {'D': 'Flying'}], 'value_answer': ['Swimming'], 'option_answer': ['B'], 'other': {}}",What could be the skill due to which he didn't drown?,"[{'A': 'Skating'}, {'B': 'Swimming'}, {'C': 'Cooking'}, {'D': 'Flying'}]","[""'Swimming'""]",['B'],Sidharth,[Swimming],1,0,['Swimming'],1,0
93,attribute_comparison,gravity,The gravitational pull 1000 units above the Earth's surface is 5. ,Gravitational pull decreases as the distance from Earth increases,"{'question_text': ""What could be the gravitational pull 6000 units above the Earth's surface?"", 'options': [{'A': 5}, {'B': 9}, {'C': 1}, {'D': 7}], 'value_answer': [9, 7], 'option_answer': ['B', 'D'], 'other': {'given_value': 5, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the gravitational pull 6000 units above the Earth's surface?,"[{'A': 5}, {'B': 9}, {'C': 1}, {'D': 7}]","['9', '7']","['B', 'D']",Neeraj,"[1, 7]",2,1,"['1', '7']",2,0
937,change_with_action,profit_loss,Abraham is a mobile manufacturer. His cost price of making a mobile is 143 dollars.,For making loss the selling price need to be lower than cost price,"{'question_text': 'At what price could Abraham be selling a mobile if he is making a loss?', 'options': [{'A': 180}, {'B': 160}, {'C': 110}, {'D': 120}], 'value_answer': [110, 120], 'option_answer': ['C', 'D'], 'other': {'given_value': 143, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",At what price could Abraham be selling a mobile if he is making a loss?,"[{'A': 180}, {'B': 160}, {'C': 110}, {'D': 120}]","['110', '120']","['C', 'D']",Neeraj,"[110, 120]",2,2,"['110', '120']",2,0
1583,implicit_numerical_knowledge,double,Samuel borrowed a loan of 26 thousand dollars from state bank and borrowed more than double this amount from his mother.,Double means two times,"{'question_text': 'How many thousand dollars Samuel could have borrowed from his father?', 'options': [{'A': 54}, {'B': 49}, {'C': 51}, {'D': 52}], 'value_answer': [54], 'option_answer': ['A'], 'other': {'given_value': 52, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many thousand dollars Samuel could have borrowed from his father?,"[{'A': 54}, {'B': 49}, {'C': 51}, {'D': 52}]",['54'],['A'],Neeraj,"[54, 49, 51, 52]",1,1,"['54', '49', '51', '52']",4,3
1492,non_numerical,output_device,The teacher asked Luke to identify the output devices in the configuration of the computer provided.,An output device like monitor printer is any hardware device used to send data from a computer to another device or user.,"{'question_text': 'What could be the output devices?', 'options': [{'A': 'Monitor'}, {'B': 'Printer'}, {'C': 'Speakers'}, {'D': 'Keyboard'}], 'value_answer': ['Monitor', 'Printer', 'Speakers'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the output devices?,"[{'A': 'Monitor'}, {'B': 'Printer'}, {'C': 'Speakers'}, {'D': 'Keyboard'}]","[""'Monitor'"", ""'Printer'"", ""'Speakers'""]","['A', 'B', 'C']",Sivapriya,"['Monitor', 'Printer']",3,2,"[""'Monitor'"", ""'Printer'""]",2,-1
387,attribute_comparison,flow_rate_and_time,Miles his filling two identical water tanks. Both water tanks have equal capacity to hold the water. One of the water tanks was filled in 36 minutes. This water tanks was being filled by a pipe that had a higher flow rate.,Time taken to fill the container is inversely proportional flow rate.,"{'question_text': 'What could be the time taken by other pipe ?', 'options': [{'A': 39}, {'B': 36}, {'C': 35}, {'D': 33}], 'value_answer': [39], 'option_answer': ['A'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the time taken by other pipe ?,"[{'A': 39}, {'B': 36}, {'C': 35}, {'D': 33}]",['39'],['A'],Saurabh,"[39, 36]",1,1,"['39', '36']",2,1
891,change_with_action,boys_and_girls,There are 67 students in a class and some of them are absent today.,Count of people would be less if some are absent,"{'question_text': 'How many total students can be present in this class today?', 'options': [{'A': 64}, {'B': 63}, {'C': 72}, {'D': 59}, {'E': 'None'}], 'value_answer': [64, 63, 59], 'option_answer': ['A', 'B', 'D'], 'other': {'given_value': 67, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many total students can be present in this class today?,"[{'A': 64}, {'B': 63}, {'C': 72}, {'D': 59}, {'E': 'None'}]","['64', '63', '59']","['A', 'B', 'D']",Neeraj,"[64, 63, 72]",3,2,"['64', '63', '72']",3,0
1036,implicit_numerical_knowledge,continents,Cooper is an Asian and is planning to visit all the other continents in the next 5 years.,There are 7 continents in the world,"{'question_text': 'How many continents (excluding Asia) he could visit after 2 years?', 'options': [{'A': 7}, {'B': 6}, {'C': 4}, {'D': 3}], 'value_answer': [6, 4, 3], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 6, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",How many continents (excluding Asia) he could visit after 2 years?,"[{'A': 7}, {'B': 6}, {'C': 4}, {'D': 3}]","['6', '4', '3']","['B', 'C', 'D']",Neeraj,"[6, 4, 3]",3,3,"['6', '4', '3']",3,0
452,attribute_comparison,thickness_and_weight,Alan is preparing for his exam for courses Chemistry and Arts. He decided to study in library instead of home. While preparing the bag he noticed that Arts book with thickness 14 units is heavier.,Weight of book is directly proportional to the the thickness of the book,"{'question_text': 'What could be the thickness of Chemistry book ?', 'options': [{'A': 13}, {'B': 10}, {'C': 9}, {'D': 11}], 'value_answer': [13, 10, 9, 11], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 14, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the thickness of Chemistry book ?,"[{'A': 13}, {'B': 10}, {'C': 9}, {'D': 11}]","['13', '10', '9', '11']","['A', 'B', 'C', 'D']",Saurabh,"[13, 10, 9, 11]",4,4,"['13', '10', '9', '11']",4,0
1202,non_numerical,light_and_brightness,John was watching TV when there was a major power cut. He finds an object that generated light in the dark.,Illuminating devices/objects can generate light.,"{'question_text': 'What could be the object used by John to generate light?', 'options': [{'A': 'Candle'}, {'B': 'Emergency lamp'}, {'C': 'Pen'}, {'D': 'Pencil'}], 'value_answer': ['Candle', 'Emergency lamp'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the object used by John to generate light?,"[{'A': 'Candle'}, {'B': 'Emergency lamp'}, {'C': 'Pen'}, {'D': 'Pencil'}]","[""'Candle'"", ""'Emergency lamp'""]","['A', 'B']",Kevin,"[Candle, Emergency lamp]",2,0,"['Candle', 'Emergency lamp']",2,0
274,attribute_comparison,volume_and_base_area ,Jaxon and his neighbour fitted a water tank of same height. Jaxon's water tank is larger than his neighbours. The base area of Jaxon's water tank is 6 units.,Volume is directly proportional to base area when height is constant.,"{'question_text': 'What could be the base area of the tank installed by Jaxon?', 'options': [{'A': 10}, {'B': 2}, {'C': 7}, {'D': 4}], 'value_answer': [2, 4], 'option_answer': ['B', 'D'], 'other': {'given_value': 6, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the base area of the tank installed by Jaxon?,"[{'A': 10}, {'B': 2}, {'C': 7}, {'D': 4}]","['2', '4']","['B', 'D']",Kevin,"[10, 7]",2,0,"['10', '7']",2,0
899,change_with_action,broken_components,"Gabriel had 17 bulbs in his room and after a few months, some of them stopped working.",If some items break then lesser number of unbroken items are left,"{'question_text': 'How many bulbs can be in a working condition now?', 'options': [{'A': 14}, {'B': 12}, {'C': 16}, {'D': 18}, {'E': 'None'}], 'value_answer': [14, 12, 16], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 17, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many bulbs can be in a working condition now?,"[{'A': 14}, {'B': 12}, {'C': 16}, {'D': 18}, {'E': 'None'}]","['14', '12', '16']","['A', 'B', 'C']",Neeraj,"[14, 12, 16, 18]",3,3,"['14', '12', '16', '18']",4,1
378,attribute_comparison,electricity_bill_power,Daniel has paid the electricity bill for months May and June. The month May had higher power usage amounting electricity bill to 76 dollars.,Electricity bill amount is directly proportional to power usage.,"{'question_text': 'What could be the electricity bill amount Daniel could have paid for month June?', 'options': [{'A': 80}, {'B': 77}, {'C': 83}, {'D': 73}], 'value_answer': [73], 'option_answer': ['D'], 'other': {'given_value': 76, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the electricity bill amount Daniel could have paid for month June?,"[{'A': 80}, {'B': 77}, {'C': 83}, {'D': 73}]",['73'],['D'],Saurabh,"[80, 77, 83, 73]",1,1,"['80', '77', '83', '73']",4,3
