index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred
1034,implicit_numerical_knowledge,continents,"During COVID-19 pandemic, a healthcare organization helped all continent by funding at least 4 million dollars.",There are 7 continents in the world,"{'question_text': 'What could be the budget of the organization in total?', 'options': [{'A': 22}, {'B': 31}, {'C': 27}, {'D': 25}], 'value_answer': [31], 'option_answer': ['B'], 'other': {'given_value': 28, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the budget of the organization in total?,"[{'A': 22}, {'B': 31}, {'C': 27}, {'D': 25}]",[31],['B'],Neeraj,"[22, 25, 27, 31]"
1588,implicit_numerical_knowledge,double,Last year 864 people voted for the college election and this year the vote count was more than double the last time.,Double means two times,"{'question_text': 'How many people could have voted this year?', 'options': [{'A': 1900}, {'B': 1700}, {'C': 1850}, {'D': 1750}], 'value_answer': [1900, 1850, 1750], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 1728, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many people could have voted this year?,"[{'A': 1900}, {'B': 1700}, {'C': 1850}, {'D': 1750}]","[1900, 1850, 1750]","['A', 'C', 'D']",Neeraj,"[1700, 1750, 1850]"
865,change_with_time,foot_length,John went shopping to buy new pair of shoes. His foot length is 29 cm when measured at the store.,Foot length increases with time,"{'question_text': ""What could have been John's foot length last year ?"", 'options': [{'A': 29}, {'B': 26}, {'C': 27}, {'D': 24}, {'E': 'None'}], 'value_answer': [29, 26, 27, 24], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 29, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could have been John's foot length last year ?,"[{'A': 29}, {'B': 26}, {'C': 27}, {'D': 24}, {'E': 'None'}]","[29, 26, 27, 24]","['A', 'B', 'C', 'D']",Saurabh,"[29, 26, 27, 24]"
1046,implicit_numerical_knowledge,working_days,Jace goes to the office on all days of a week. He has been going to the office for more than 4 weeks.,A week has 7 days,"{'question_text': 'How many days Jace could have gone to the office?', 'options': [{'A': 26}, {'B': 30}, {'C': 31}, {'D': 32}], 'value_answer': [30, 31, 32], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 28, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many days Jace could have gone to the office?,"[{'A': 26}, {'B': 30}, {'C': 31}, {'D': 32}]","[30, 31, 32]","['B', 'C', 'D']",Neeraj,"[30, 31, 32]"
28,attribute_comparison,density,Density of a liquid is 16 units. It floats on another liquid.,A liquid with lesser density floats on another liquid,"{'question_text': 'What could be the density of the other liquid?', 'options': [{'A': 17}, {'B': 13}, {'C': 18}, {'D': 12}, {'E': 'None'}], 'value_answer': [17, 18], 'option_answer': ['A', 'C'], 'other': {'given_value': 16, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the density of the other liquid?,"[{'A': 17}, {'B': 13}, {'C': 18}, {'D': 12}, {'E': 'None'}]","[17, 18]","['A', 'C']",Neeraj,"[12, 13, 17, 18]"
1607,implicit_numerical_knowledge,quadruple,Charles has 9 burgers and bought french fries more than quadruple of this amount.,Quadruple means four times,"{'question_text': 'How many french fries Charles could have bought ?', 'options': [{'A': 36}, {'B': 35}, {'C': 40}, {'D': 32}, {'E': 'None'}], 'value_answer': [40], 'option_answer': ['C'], 'other': {'given_value': 36, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many french fries Charles could have bought ?,"[{'A': 36}, {'B': 35}, {'C': 40}, {'D': 32}, {'E': 'None'}]",[40],['C'],Saurabh,"[36, 35, 40, 32]"
628,attribute_comparison,surface_tension_and_temperature,Brandon is washing clothes using two different temperature water and found that efficiency of water in cleaning by lowering the surface tension which is how they resist external force with change in temperature. The temperature of the liquid with lower surface tension is 41 units.,Surface tension decreases when the temperature increases.,"{'question_text': 'What could be the temperature of the other water?', 'options': [{'A': 45}, {'B': 40}, {'C': 39}, {'D': 44}], 'value_answer': [40, 39], 'option_answer': ['B', 'C'], 'other': {'given_value': 41, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the temperature of the other water?,"[{'A': 45}, {'B': 40}, {'C': 39}, {'D': 44}]","[40, 39]","['B', 'C']",Yamini,"[40, 44]"
836,attribute_comparison,tangential_velocity_and_distance,Jayden is his friend were travelling with the with same velocity but one on the inner side and other on the outer side of the circular road. The vehicle going on the outer side of the circular road has the tangential speed of 59 m/s.,The tangential velocity is proportional to the distance from the center of rotation.,"{'question_text': 'What could be the tangential velocity of the vehicle going on the inner side of the circular road?', 'options': [{'A': 61}, {'B': 60}, {'C': 62}, {'D': 59}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 59, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the tangential velocity of the vehicle going on the inner side of the circular road?,"[{'A': 61}, {'B': 60}, {'C': 62}, {'D': 59}, {'E': 'None'}]",['None'],['E'],Sivapriya,"[60, 62, 59]"
1284,non_numericalSG,airplane_speed,"Victor was working on airplane design, and realized that plane was unable to take off as it's speed could have been low",An airplane runs at approx 200 mils per hour before take off,"{'question_text': 'What could be the speed of plane?', 'options': [{'A': '190'}, {'B': '250'}, {'C': '500'}, {'D': '400'}], 'value_answer': ['190'], 'option_answer': ['A'], 'other': {}}",What could be the speed of plane?,"[{'A': '190'}, {'B': '250'}, {'C': '500'}, {'D': '400'}]",['190'],['A'],Sidharth,"[250, 400]"
392,attribute_comparison,flow_rate_and_time,Atlas his filling two identical water tanks. Both water tanks have equal capacity to hold the water. One of the water tanks took more time to fill. This water tanks was being filled by a pipe that had a flow rate of 53 liter/minute.,Time taken to fill the container is inversely proportional flow rate.,"{'question_text': 'What could be the flow rate of the other pipe ?', 'options': [{'A': 52}, {'B': 57}, {'C': 49}, {'D': 50}], 'value_answer': [52, 49, 50], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 53, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the flow rate of the other pipe ?,"[{'A': 52}, {'B': 57}, {'C': 49}, {'D': 50}]","[52, 49, 50]","['A', 'C', 'D']",Saurabh,"[52, 57, 50]"
1044,implicit_numerical_knowledge,working_days,Isaac recently joined the ACB company and has been going to the office for less than 7 weeks on all days.,A week has 7 days,"{'question_text': 'How many days Isaac could have gone to the office?', 'options': [{'A': 51}, {'B': 49}, {'C': 48}, {'D': 46}, {'E': 'None'}], 'value_answer': [48, 46], 'option_answer': ['C', 'D'], 'other': {'given_value': 49, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many days Isaac could have gone to the office?,"[{'A': 51}, {'B': 49}, {'C': 48}, {'D': 46}, {'E': 'None'}]","[48, 46]","['C', 'D']",Neeraj,"[51, 49, 48, 46]"
101,attribute_comparison,height_and_potential_energy,Bennett learns about the relation of potential energy and height. 42 units is the potential energy of ball which has lower height.,Potential energy is directly proportional to the height,"{'question_text': 'What could be the potential energy of the other ball?', 'options': [{'A': 39}, {'B': 46}, {'C': 37}, {'D': 45}], 'value_answer': [46, 45], 'option_answer': ['B', 'D'], 'other': {'given_value': 42, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the potential energy of the other ball?,"[{'A': 39}, {'B': 46}, {'C': 37}, {'D': 45}]","[46, 45]","['B', 'D']",Neeraj,"[39, 46]"
994,implicit_numerical_knowledge,buying,Richard went shopping to buy some toys. He has 177 dollars and wants to buy two different toys of equal price.,One can not afford a thing if they have lesser money than its cost,"{'question_text': 'What could have been the price of a toy if Richard failed to buy them?', 'options': [{'A': 79}, {'B': 85}, {'C': 76}, {'D': 97}], 'value_answer': [97], 'option_answer': ['D'], 'other': {'given_value': 88, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the price of a toy if Richard failed to buy them?,"[{'A': 79}, {'B': 85}, {'C': 76}, {'D': 97}]",[97],['D'],Neeraj,"[79, 85, 97]"
248,attribute_comparison,subset_vs_set,"In a small bag, there are 115 blue balls and few green balls.",Size of set can never be smaller to the size of subset.,"{'question_text': 'How many balls could be in the bag?', 'options': [{'A': 111}, {'B': 118}, {'C': 114}, {'D': 119}, {'E': 'None'}], 'value_answer': [118, 119], 'option_answer': ['B', 'D'], 'other': {'given_value': 115, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many balls could be in the bag?,"[{'A': 111}, {'B': 118}, {'C': 114}, {'D': 119}, {'E': 'None'}]","[118, 119]","['B', 'D']",Kevin,"[111, 114, 118, 119]"
875,change_with_action,addition,A negative number was added to 70.,Adding a negative number from a value results in a smaller value,"{'question_text': 'What could be the result?', 'options': [{'A': 70}, {'B': 89}, {'C': 87}, {'D': 73}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 70, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the result?,"[{'A': 70}, {'B': 89}, {'C': 87}, {'D': 73}, {'E': 'None'}]",['None'],['E'],Neeraj,"[70, 73]"
1213,non_numerical,profession_knowledge,The main door in Jackson's house was broken and needed repairs. So he hired a person to repair the door.,Carpenter is the person who makes furniture.,"{'question_text': 'Who could have been the person that Jackson hired to do this job?', 'options': [{'A': 'Doctor'}, {'B': 'Teacher'}, {'C': 'Chef'}, {'D': 'Carpenter'}], 'value_answer': ['Carpenter'], 'option_answer': ['D'], 'other': {}}",Who could have been the person that Jackson hired to do this job?,"[{'A': 'Doctor'}, {'B': 'Teacher'}, {'C': 'Chef'}, {'D': 'Carpenter'}]",['Carpenter'],['D'],Kevin,[{'D': 'Carpenter'}]
370,attribute_comparison,density_and_mass,Atlas has two similar rods. Mass of rod with higher density is 36 units.,Density is directly proportional to the mass,"{'question_text': 'What could be the mass of the other rod ?', 'options': [{'A': 43}, {'B': 39}, {'C': 33}, {'D': 36}, {'E': 'None'}], 'value_answer': [33], 'option_answer': ['C'], 'other': {'given_value': 36, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the mass of the other rod ?,"[{'A': 43}, {'B': 39}, {'C': 33}, {'D': 36}, {'E': 'None'}]",[33],['C'],Saurabh,"[39, 33]"
334,attribute_comparison,ball_speed_height,Henry dropped two identical balls from different height. A ball that has a higher speed near the ground falls from 68 meters high.,Speed of the ball near the ground is directly proportional to the height from which the ball is dropped.,"{'question_text': 'What could be the height from which the other ball could have been dropped?', 'options': [{'A': 64}, {'B': 65}, {'C': 66}, {'D': 63}], 'value_answer': [64, 65, 66, 63], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 68, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the height from which the other ball could have been dropped?,"[{'A': 64}, {'B': 65}, {'C': 66}, {'D': 63}]","[64, 65, 66, 63]","['A', 'B', 'C', 'D']",Saurabh,"[64, 65, 66]"
36,attribute_comparison,direct_comparison,"David went to a shop to buy a ring for his wife. He had low budget, so instead of a ring whose cost was 41 thousand dollars he bought a ring which was cheaper than the other ring.",Cheaper thing costs less money,"{'question_text': 'What could be the cost of the ring that David bought?', 'options': [{'A': 47}, {'B': 40}, {'C': 43}, {'D': 42}], 'value_answer': [40], 'option_answer': ['B'], 'other': {'given_value': 41, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the cost of the ring that David bought?,"[{'A': 47}, {'B': 40}, {'C': 43}, {'D': 42}]",[40],['B'],Neeraj,"[40, 42]"
1363,non_numerical_sg,visual,Greyson uses mobile phone too much. He realized one day that he was not able to see clearly and had weak eyes.,More screen timing leads to eye sight problems,"{'question_text': 'What could have been the reason?', 'options': [{'A': 'Eating too much'}, {'B': 'Sleeping too much'}, {'C': 'Snoring too much'}, {'D': 'More screen timing'}], 'value_answer': ['More screen timing'], 'option_answer': ['D'], 'other': {}}",What could have been the reason?,"[{'A': 'Eating too much'}, {'B': 'Sleeping too much'}, {'C': 'Snoring too much'}, {'D': 'More screen timing'}]",['More screen timing'],['D'],Sidharth,[D: More screen time]
968,implicit_numerical_knowledge,alphabet,A baby is learning to write. He takes at least 8 minutes to master writing a letter.,English alphabet has 26 letters,"{'question_text': 'In how many minutes can the baby master all the letters?', 'options': [{'A': 208}, {'B': 213}, {'C': 217}, {'D': 211}, {'E': 'None'}], 'value_answer': [208, 213, 217, 211], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 208, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",In how many minutes can the baby master all the letters?,"[{'A': 208}, {'B': 213}, {'C': 217}, {'D': 211}, {'E': 'None'}]","[208, 213, 217, 211]","['A', 'B', 'C', 'D']",Neeraj,"[208, 213, 217]"
1317,non_numerical_sg,first_day,Mateo received a mail to come and meet his professor for discussion on the paper on the first day of the coming week.,Monday is first day of the week.,"{'question_text': 'What could have been the day?', 'options': [{'A': 'Sunday'}, {'B': 'Monday'}, {'C': 'Tuesday'}, {'D': 'None'}], 'value_answer': ['Monday'], 'option_answer': ['B'], 'other': {}}",What could have been the day?,"[{'A': 'Sunday'}, {'B': 'Monday'}, {'C': 'Tuesday'}, {'D': 'None'}]",['Monday'],['B'],Sidharth,"[Monday, Tuesday]"
896,change_with_action,broken_components,Jayden was bringing 18 eggs from the supermarket. He dropped his bag and a few eggs broke.,If some items break then lesser number of unbroken items are left,"{'question_text': 'How many unbroken eggs could be remaining in his bag?', 'options': [{'A': 19}, {'B': 13}, {'C': 17}, {'D': 18}], 'value_answer': [13, 17], 'option_answer': ['B', 'C'], 'other': {'given_value': 18, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many unbroken eggs could be remaining in his bag?,"[{'A': 19}, {'B': 13}, {'C': 17}, {'D': 18}]","[13, 17]","['B', 'C']",Neeraj,"[17, 18]"
1258,non_numerical,fire_extinguish,A fire started due to wooden logs in the kitchen. Adam is a fire fighter and has to pack a fire extinguisher best suitable for the situation.,"Water or foam fire extinguishers can be used to extinguish Class A fire which is primarily composed of combustible substances like paper, wood, cloth, and plastics. Carbon dioxide fire extinguishers can be used to extinguish class B fires like those involving flammable liquids such as paraffin or petrol.","{'question_text': 'What could be the extinguisher?', 'options': [{'A': 'water'}, {'B': 'foam'}, {'C': 'sand'}, {'D': 'blanket'}], 'value_answer': ['water', 'foam'], 'option_answer': ['A', 'B'], 'other': {}}",What could be the extinguisher?,"[{'A': 'water'}, {'B': 'foam'}, {'C': 'sand'}, {'D': 'blanket'}]","['water', 'foam']","['A', 'B']",Yamini,"[{'B': 'foam'}, {'D': 'blanket'}]"
454,attribute_comparison,thickness_and_weight,Parker has two books: Physics and Chemistry. Parker is carrying thinner book which is Physics and has 23 units of weight.,Weight of book is directly proportional to the the thickness of the book,"{'question_text': 'What could be the weight of Chemistry book ?', 'options': [{'A': 26}, {'B': 21}, {'C': 27}, {'D': 18}, {'E': 'None'}], 'value_answer': [26, 27], 'option_answer': ['A', 'C'], 'other': {'given_value': 23, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of Chemistry book ?,"[{'A': 26}, {'B': 21}, {'C': 27}, {'D': 18}, {'E': 'None'}]","[26, 27]","['A', 'C']",Saurabh,"[26, 27]"
810,attribute_comparison,pressure_and_force,Hayden is blowing two balloons for a birthday party decoration where one of the balloons is inflated more. The pressure on that balloon is increased to 37 units.,Pressure is directly proportional to the force applied.,"{'question_text': 'What could be the pressure developed on the other balloon?', 'options': [{'A': 41}, {'B': 32}, {'C': 40}, {'D': 36}, {'E': 'None'}], 'value_answer': [32, 36], 'option_answer': ['B', 'D'], 'other': {'given_value': 37, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the pressure developed on the other balloon?,"[{'A': 41}, {'B': 32}, {'C': 40}, {'D': 36}, {'E': 'None'}]","[32, 36]","['B', 'D']",Sivapriya,"[32, 36, 40]"
790,attribute_comparison,low_pass_filter,Jonah have a meeting set with speaker systems where a low pass filter is required to direct the lower frequency bass signals to the larger bass speakers and reduce any high-frequency noise or “hiss” type distortion. The cutoff frequency for the filter used is 62 units.,A low pass filter allows the signal that has a frequency below the cut-off frequency.,"{'question_text': 'What could be the frequency of the output signal?', 'options': [{'A': 64}, {'B': 66}, {'C': 57}, {'D': 60}, {'E': 'None'}], 'value_answer': [57, 60], 'option_answer': ['C', 'D'], 'other': {'given_value': 62, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could be the frequency of the output signal?,"[{'A': 64}, {'B': 66}, {'C': 57}, {'D': 60}, {'E': 'None'}]","[57, 60]","['C', 'D']",Sivapriya,"[64, 66]"
687,attribute_comparison,length_of_wire,Anthony is making two wires of the same aluminium thickness. The amount of aluminium used in the first wire was more than the other wire. The length of that wire is 14 meters.,Amount of material required is directly proportional to the length of wire.,"{'question_text': 'What could be the length of the other wire?', 'options': [{'A': 13}, {'B': 14}, {'C': 12}, {'D': 15}], 'value_answer': [13, 12], 'option_answer': ['A', 'C'], 'other': {'given_value': 14, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the length of the other wire?,"[{'A': 13}, {'B': 14}, {'C': 12}, {'D': 15}]","[13, 12]","['A', 'C']",Sidharth,"[13, 12, 15]"
1570,transaction,crates,Dock A initially had 22 crates and Dock B had 16 crates. A few crates were transferred from Dock B to Dock A.,When some items are transferred to others their quantity at the initial place decreases,"{'question_text': 'What can be the number of crates at Dock A?', 'options': [{'A': 15}, {'B': 23}, {'C': 29}, {'D': 30}], 'value_answer': [23, 29, 30], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 22, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What can be the number of crates at Dock A?,"[{'A': 15}, {'B': 23}, {'C': 29}, {'D': 30}]","[23, 29, 30]","['B', 'C', 'D']",Neeraj,"[23, 29, 30]"
1230,non_numerical,traffic_sense,Nicolas was riding his bike to go pick his friend up. He reached a signal and he saw the signal was red.,"Vehicle should start at green light, halt at red lights, and slow down at yellow lights.","{'question_text': 'Since the color of the signal changed to red, what should the driver do?', 'options': [{'A': 'Halt'}, {'B': 'Move'}, {'C': 'Sleep'}, {'D': 'Drive'}], 'value_answer': ['Halt'], 'option_answer': ['A'], 'other': {}}","Since the color of the signal changed to red, what should the driver do?","[{'A': 'Halt'}, {'B': 'Move'}, {'C': 'Sleep'}, {'D': 'Drive'}]",['Halt'],['A'],Kevin,[A: 'Halt']
973,implicit_numerical_knowledge,alphabet,A school has a section corresponding to each letter of the english alphabet. Each section has 28 students. A few more students will leave the school tomorrow.,English alphabet has 26 letters,"{'question_text': 'What could be the strength of the school tomorrow?', 'options': [{'A': 712}, {'B': 736}, {'C': 720}, {'D': 744}, {'E': 'None'}], 'value_answer': [712, 720], 'option_answer': ['A', 'C'], 'other': {'given_value': 728, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the strength of the school tomorrow?,"[{'A': 712}, {'B': 736}, {'C': 720}, {'D': 744}, {'E': 'None'}]","[712, 720]","['A', 'C']",Neeraj,"[712, 720, 736, 744]"
873,change_with_action,addition,A positive number was added to 69.,Adding a positive number from a value results in a larger value,"{'question_text': 'What could be the result?', 'options': [{'A': 52}, {'B': 82}, {'C': 63}, {'D': 70}], 'value_answer': [82, 70], 'option_answer': ['B', 'D'], 'other': {'given_value': 69, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the result?,"[{'A': 52}, {'B': 82}, {'C': 63}, {'D': 70}]","[82, 70]","['B', 'D']",Neeraj,"[82, 70]"
737,attribute_comparison,absorption_and_concentration,Joel experimented with two same types of solutions but with different concentrations. The amount of light seen after passing through two solutions is more for the first solution. The concentration of the first solution is 25.,The absorbance is directly proportional to the concentration (c) of the solution of the sample used in the experiment.,"{'question_text': 'What could be the concentration of other solution?', 'options': [{'A': 15}, {'B': 20}, {'C': 24}, {'D': 25}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 25, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the concentration of other solution?,"[{'A': 15}, {'B': 20}, {'C': 24}, {'D': 25}, {'E': 'None'}]",['None'],['E'],Sivapriya,"[15, 20, 24]"
1539,non_numerical,rational_and_irrational_numbers,Hayden identified the number pi while calculating perimeter of a circle.,"Any number that can be represented in the form of a fraction is a rational number. Irrational numbers like square root of 2,3 or pi are non recurring and non repeating decimals.","{'question_text': 'What could be the type of the numeral ?', 'options': [{'A': 'irrational number'}, {'B': 'natural number'}, {'C': 'whole number'}, {'D': 'none of these'}], 'value_answer': ['irrational number'], 'option_answer': ['A'], 'other': {}}",What could be the type of the numeral ?,"[{'A': 'irrational number'}, {'B': 'natural number'}, {'C': 'whole number'}, {'D': 'none of these'}]",['irrational number'],['A'],Himanshu,[A]
1221,non_numerical,time_knowledge,The latest superhero moving was releasing on 28th February 2022. Adam was a super fan of the superhero and wished to see the movie.,New movies can be watched after the release date.,"{'question_text': 'When could Adam have arrived at the railway station?', 'options': [{'A': '28th February 2022'}, {'B': '1st January 2022'}, {'C': '2nd March 2022'}, {'D': '3rd February 2022'}], 'value_answer': ['28th February 2022', '2nd March 2022'], 'option_answer': ['A', 'C'], 'other': {}}",When could Adam have arrived at the railway station?,"[{'A': '28th February 2022'}, {'B': '1st January 2022'}, {'C': '2nd March 2022'}, {'D': '3rd February 2022'}]","['28th February 2022', '2nd March 2022']","['A', 'C']",Kevin,[28th February 2022]
1562,non_numerical,square_side,Jose has a picture which has all the four sides equal and he wants to frame for that picture which can have all the sides equal so that the picture fits properly in that frame.,A square has all sides equal in length.,"{'question_text': 'What could be the shape of the selected frame?', 'options': [{'A': 'Square'}, {'B': 'Circle'}, {'C': 'Rectangle'}, {'D': 'Rhombus'}], 'value_answer': ['Circle'], 'option_answer': ['B'], 'other': {}}",What could be the shape of the selected frame?,"[{'A': 'Square'}, {'B': 'Circle'}, {'C': 'Rectangle'}, {'D': 'Rhombus'}]",['Circle'],['B'],Sidharth,"[Square, Rectangle]"
460,attribute_comparison,area_and_volume,A professor is explaining to his students how water filled in a container is related to dimensions of the pipe. Professor used two pipes filling their respective well experiment to explain. He set the same velocity of flowing water to the pipe and started observing water filled in the wells at a particular time. The pipe with a larger area has filled 54 liters of water into the well.,Volume filled is directly proportional to area of the pipe,"{'question_text': 'What could be the volume of water filled by other pipe ?', 'options': [{'A': 54}, {'B': 61}, {'C': 48}, {'D': 52}, {'E': 'None'}], 'value_answer': [48, 52], 'option_answer': ['C', 'D'], 'other': {'given_value': 54, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of water filled by other pipe ?,"[{'A': 54}, {'B': 61}, {'C': 48}, {'D': 52}, {'E': 'None'}]","[48, 52]","['C', 'D']",Saurabh,"[54, 61]"
1552,non_numerical,rectangle_parallelogram,Abraham was asked about the shape that can always be a parallelogram but is not possible the other way around,All rectangles are parallelogram but all parallelograms are not rectangles.,"{'question_text': 'What could be the shape?', 'options': [{'A': 'Square'}, {'B': 'Circle'}, {'C': 'Rectangle'}, {'D': 'triangle'}], 'value_answer': ['triangle'], 'option_answer': ['D'], 'other': {}}",What could be the shape?,"[{'A': 'Square'}, {'B': 'Circle'}, {'C': 'Rectangle'}, {'D': 'triangle'}]",['triangle'],['D'],Sidharth,"[Square, Rectangle]"
1439,non_numerical,spider_web,Sebastian just moved to an old house. He saw some insects stuck on webs.,Animals like spider make webs to trap insects.,"{'question_text': 'What could the animal be?', 'options': [{'A': 'cow'}, {'B': 'spider'}, {'C': 'mosquito'}, {'D': 'daisy'}], 'value_answer': ['spider'], 'option_answer': ['B'], 'other': {}}",What could the animal be?,"[{'A': 'cow'}, {'B': 'spider'}, {'C': 'mosquito'}, {'D': 'daisy'}]",['spider'],['B'],Saurabh,[{'B': 'spider'}]
340,attribute_comparison,ball_time_height,Andrew and his brother were observing how time taken is related to the height from which it is dropped. They dropped the balls from different height. A ball that took less time to reach the ground is dropped from a 67 meters.,Time taken by the ball to hit the ground is directly proportional to the height from which the ball is dropped.,"{'question_text': 'What could be the height from which the other ball could have been dropped?', 'options': [{'A': 63}, {'B': 64}, {'C': 68}, {'D': 67}, {'E': 'None'}], 'value_answer': [68], 'option_answer': ['C'], 'other': {'given_value': 67, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the height from which the other ball could have been dropped?,"[{'A': 63}, {'B': 64}, {'C': 68}, {'D': 67}, {'E': 'None'}]",[68],['C'],Saurabh,"[63, 64, 68]"
296,attribute_comparison,force_and_acceleration,There is a bodybuilding championship and contestants have to push identical objects to show their strength. The winner is capable of generating a larger force and is able to push the object with an acceleration of 802 units.,Acceleration of an object is directly proportional to the force applied.,"{'question_text': 'What could be the acceleration of the object on which lesser force is applied?', 'options': [{'A': 805}, {'B': 795}, {'C': 792}, {'D': 796}], 'value_answer': [795, 792, 796], 'option_answer': ['B', 'C', 'D'], 'other': {'given_value': 802, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the acceleration of the object on which lesser force is applied?,"[{'A': 805}, {'B': 795}, {'C': 792}, {'D': 796}]","[795, 792, 796]","['B', 'C', 'D']",Himanshu,"[795, 796]"
394,attribute_comparison,gravity_and_distance,"Benjamin is astrophysicist, he is observing two identical asteroid that are some distance away from our planet. An asteroid that is 70 units of distance away, have less gravitational pull from earth.",Gravitational force is inversely proportional to the distance,"{'question_text': 'What could be the distance of the other asteroid from Earth?', 'options': [{'A': 79}, {'B': 66}, {'C': 78}, {'D': 61}, {'E': 'None'}], 'value_answer': [66, 61], 'option_answer': ['B', 'D'], 'other': {'given_value': 70, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the distance of the other asteroid from Earth?,"[{'A': 79}, {'B': 66}, {'C': 78}, {'D': 61}, {'E': 'None'}]","[66, 61]","['B', 'D']",Saurabh,"[66, 61]"
1274,non_numerical,reptile_and_habitat,"In a zoo, Thomas was saw an animal that can live in land and water.",Reptiles can live in land and water.,"{'question_text': 'What could be the species?', 'options': [{'A': 'reptile'}, {'B': 'crow'}, {'C': 'elephant'}, {'D': 'cockroach'}], 'value_answer': ['reptile'], 'option_answer': ['A'], 'other': {}}",What could be the species?,"[{'A': 'reptile'}, {'B': 'crow'}, {'C': 'elephant'}, {'D': 'cockroach'}]",['reptile'],['A'],Yamini,"[{'A': 'reptile'}, {'B': 'crow'}]"
350,attribute_comparison,weight_and_volume,Leo's has two identical cylindrical shaped bottles. The bottle holding less amount of water has 15 kg weight.,Larger amount of water have more weight.,"{'question_text': 'What could be the weight of the other bottle ?', 'options': [{'A': 16}, {'B': 9}, {'C': 20}, {'D': 19}], 'value_answer': [16, 20, 19], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 15, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the weight of the other bottle ?,"[{'A': 16}, {'B': 9}, {'C': 20}, {'D': 19}]","[16, 20, 19]","['A', 'C', 'D']",Saurabh,"[16, 20]"
35,attribute_comparison,direct_comparison,A library can accommodate 40 books. There is a bigger library nearby.,Bigger library can accomodate more books,"{'question_text': 'What could be the capacity of the bigger library?', 'options': [{'A': 35}, {'B': 46}, {'C': 36}, {'D': 41}, {'E': 'None'}], 'value_answer': [46, 41], 'option_answer': ['B', 'D'], 'other': {'given_value': 40, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the capacity of the bigger library?,"[{'A': 35}, {'B': 46}, {'C': 36}, {'D': 41}, {'E': 'None'}]","[46, 41]","['B', 'D']",Neeraj,"[46, 41]"
