index,category,subcategory,premise,knowledge,question,question_text,options,value_answer,option_answer,author,GPT3Pred,TotalRes,Matches,GPT3Pred2List,ProbableFPLenth,FalsePositives
153,attribute_comparison,rafting_upstream,Michael participates in a boat racing competition. He first rows the boat in still water and takes 13 minutes to corss and then while coming back starts going upstream.,speed of the upstream river reduces the speed of the raft,"{'question_text': 'What could be the time taken to come back in upstream?', 'options': [{'A': 8}, {'B': 14}, {'C': 9}, {'D': 10}, {'E': 'None'}], 'value_answer': [14], 'option_answer': ['B'], 'other': {'given_value': 13, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the time taken to come back in upstream?,"[{'A': 8}, {'B': 14}, {'C': 9}, {'D': 10}, {'E': 'None'}]",['14'],['B'],Neeraj,"[14, 9, 10]",1,1,"['14', '9', '10']",3,2
1031,implicit_numerical_knowledge,continents,Oliver and his wife are Asian. They travel to all the other continents every year. It has been at least 2 years since they started traveling.,There are 7 continents in the world,"{'question_text': 'How many trips in total Oliver could have made?', 'options': [{'A': 12}, {'B': 18}, {'C': 17}, {'D': 19}, {'E': 'None'}], 'value_answer': [12, 18, 17, 19], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 12, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",How many trips in total Oliver could have made?,"[{'A': 12}, {'B': 18}, {'C': 17}, {'D': 19}, {'E': 'None'}]","['12', '18', '17', '19']","['A', 'B', 'C', 'D']",Neeraj,"[12, 18]",4,2,"['12', '18']",2,-2
271,attribute_comparison,volume_and_height,Henry's house recently installed a rectangular water tank and his friends' house also installed a bigger water tank with the same base dimensions. The height of the Henry's water tank is 60 m.,Volume is directly proportional to height when base area is constant.,"{'question_text': ""What could be the height of the tank installed by Henry's friend?"", 'options': [{'A': 68}, {'B': 60}, {'C': 53}, {'D': 62}], 'value_answer': [68, 62], 'option_answer': ['A', 'D'], 'other': {'given_value': 60, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the height of the tank installed by Henry's friend?,"[{'A': 68}, {'B': 60}, {'C': 53}, {'D': 62}]","['68', '62']","['A', 'D']",Kevin,"[68, 60, 62]",2,2,"['68', '60', '62']",3,1
26,attribute_comparison,at_least,Lucas is hosting a birthday party in which 20 people are expected to come. Lucas wants to buy at least 1 chocolate for each person.,If each member contributes at least 1 then total would be more than the number of contributors,"{'question_text': 'What could be the total number of chocolates Lucas can buy?', 'options': [{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}], 'value_answer': [21, 27, 23, 25], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the total number of chocolates Lucas can buy?,"[{'A': 21}, {'B': 27}, {'C': 23}, {'D': 25}]","['21', '27', '23', '25']","['A', 'B', 'C', 'D']",Neeraj,"[21, 27, 23, 25]",4,4,"['21', '27', '23', '25']",4,0
390,attribute_comparison,flow_rate_and_time,George his filling two identical water tanks. Both water tanks have equal capacity to hold the water. One of the water tanks took less time to fill. This water tanks was being filled by a pipe that had a flow rate of 48 liter/minute.,Time taken to fill the container is inversely proportional flow rate.,"{'question_text': 'What could be the flow rate of the other pipe ?', 'options': [{'A': 42}, {'B': 43}, {'C': 49}, {'D': 48}], 'value_answer': [49], 'option_answer': ['C'], 'other': {'given_value': 48, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the flow rate of the other pipe ?,"[{'A': 42}, {'B': 43}, {'C': 49}, {'D': 48}]",['49'],['C'],Saurabh,"[42, 43, 49]",1,1,"['42', '43', '49']",3,2
1388,non_numerical,dietitian,Bennett is obese and wants to lose weight. He goes to a person to seek advise on eating habits.,A dietitian is an expert who counsels clients on nutrition issues and healthy eating habits.,"{'question_text': 'Whom did Bennett called to counsel for his goal?', 'options': [{'A': 'mechanic'}, {'B': 'gardener'}, {'C': 'electrician'}, {'D': 'dietitian'}], 'value_answer': ['dietitian'], 'option_answer': ['D'], 'other': {}}",Whom did Bennett called to counsel for his goal?,"[{'A': 'mechanic'}, {'B': 'gardener'}, {'C': 'electrician'}, {'D': 'dietitian'}]","[""'dietitian'""]",['D'],Saurabh,[dietitian],1,0,['dietitian'],1,0
1334,non_numericalSG,norway,"Judah lives in a place, where the day does not goes dark for approx six months.","In Norway, there is daylight for approximately 6 months","{'question_text': 'What could be the place?', 'options': [{'A': 'Mexico'}, {'B': 'Norway'}, {'C': 'USA'}, {'D': 'India'}], 'value_answer': ['India'], 'option_answer': ['D'], 'other': {}}",What could be the place?,"[{'A': 'Mexico'}, {'B': 'Norway'}, {'C': 'USA'}, {'D': 'India'}]","[""'India'""]",['D'],Sidharth,['Norway'],1,0,"[""'Norway'""]",1,0
171,attribute_comparison,train_and_plane,Noah's home country is at a large distance from USA. Last year Noah travelled via plane and reached in 39 hours.,Plane is a faster way of travelling than train,"{'question_text': 'This year Noah decided to take train to go back home. How many hours it can take to reach the home?', 'options': [{'A': 40}, {'B': 28}, {'C': 51}, {'D': 49}, {'E': 'None'}], 'value_answer': [40, 51, 49], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 39, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",This year Noah decided to take train to go back home. How many hours it can take to reach the home?,"[{'A': 40}, {'B': 28}, {'C': 51}, {'D': 49}, {'E': 'None'}]","['40', '51', '49']","['A', 'C', 'D']",Neeraj,"[40, 28]",3,1,"['40', '28']",2,-1
1214,non_numerical,running_speed,"When Alexander was jogging through a busy road, an object overtook him.",Humans cannot run faster than motor vehicles in its maximum speed.,"{'question_text': 'What was the object that crossed Alexander when he was running?', 'options': [{'A': 'Train'}, {'B': 'Bike'}, {'C': 'Ant'}, {'D': 'Car'}], 'value_answer': ['Train', 'Bike', 'Car'], 'option_answer': ['A', 'B', 'D'], 'other': {}}",What was the object that crossed Alexander when he was running?,"[{'A': 'Train'}, {'B': 'Bike'}, {'C': 'Ant'}, {'D': 'Car'}]","[""'Train'"", ""'Bike'"", ""'Car'""]","['A', 'B', 'D']",Kevin,"[Bike, Car]",3,1,"['Bike', 'Car']",2,-1
265,attribute_comparison,education_performance,Nolan was the topper in the physics quiz and scored 97 marks.,Topper of a class is the best performer in an exam.,"{'question_text': ""What could be the marks scored by Nolan's classmate in the same test?"", 'options': [{'A': 98}, {'B': 96}, {'C': 94}, {'D': 97}, {'E': 'None'}], 'value_answer': [96, 94], 'option_answer': ['B', 'C'], 'other': {'given_value': 97, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the marks scored by Nolan's classmate in the same test?,"[{'A': 98}, {'B': 96}, {'C': 94}, {'D': 97}, {'E': 'None'}]","['96', '94']","['B', 'C']",Kevin,"[98, 96, 94]",2,2,"['98', '96', '94']",3,1
1160,non_numerical,lock_and_key,Dawson is trying to open a lock in front of him and he was able to open the lock with that object.,A key can be used to open a lock. Any other object cannot open the lock.,"{'question_text': 'What could be the object from which the lock was opened?', 'options': [{'A': 'door'}, {'B': 'fruit'}, {'C': 'key'}, {'D': 'none of these'}], 'value_answer': ['key'], 'option_answer': ['C'], 'other': {}}",What could be the object from which the lock was opened?,"[{'A': 'door'}, {'B': 'fruit'}, {'C': 'key'}, {'D': 'none of these'}]","[""'key'""]",['C'],Himanshu,['key'],1,1,"[""'key'""]",1,0
927,change_with_action,moving_components,A dock had 30 crates initially and then a few crates were transported to a ship.,"When things are transported, their initial quantity reduces","{'question_text': 'What could be the number of crates in the dock now?', 'options': [{'A': 30}, {'B': 28}, {'C': 32}, {'D': 29}, {'E': 'None'}], 'value_answer': [28, 29], 'option_answer': ['B', 'D'], 'other': {'given_value': 30, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the number of crates in the dock now?,"[{'A': 30}, {'B': 28}, {'C': 32}, {'D': 29}, {'E': 'None'}]","['28', '29']","['B', 'D']",Neeraj,"[30, 28, 32, 29]",2,2,"['30', '28', '32', '29']",4,2
1014,implicit_numerical_knowledge,cards,"Jonathan's friend borrowed his deck of cards. When returned, Jonathan found out that there are no face cards and few other cards were missing from the deck.","In a deck of cards, there are 52 cards out of which 12 are face cards","{'question_text': 'How many cards could he be having now?', 'options': [{'A': 32}, {'B': 52}, {'C': 40}, {'D': 48}, {'E': 'None'}], 'value_answer': [32, 40], 'option_answer': ['A', 'C'], 'other': {'given_value': 48, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many cards could he be having now?,"[{'A': 32}, {'B': 52}, {'C': 40}, {'D': 48}, {'E': 'None'}]","['32', '40']","['A', 'C']",Neeraj,"[52, 40, 48]",2,1,"['52', '40', '48']",3,1
319,attribute_comparison,momentum_and_mass,There are two objects moving with same velocities. The objects have different masses. The heavier object has a momentum of 73 units.,Momentum is directly proportional to mass.,"{'question_text': 'What could be momentum of the lighter object?', 'options': [{'A': 68}, {'B': 65}, {'C': 72}, {'D': 75}], 'value_answer': [68, 65, 72], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 73, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be momentum of the lighter object?,"[{'A': 68}, {'B': 65}, {'C': 72}, {'D': 75}]","['68', '65', '72']","['A', 'B', 'C']",Himanshu,"[68, 65, 72]",3,3,"['68', '65', '72']",3,0
1358,non_numerical_sg,travel_air,"Abraham wanted to travel from Arizona to California in the shortest time possible. He decided to go by car, but he got late.",Air travel is faster than road travel,"{'question_text': 'What could be the preferred mode of transportation?', 'options': [{'A': 'Car'}, {'B': 'Bus'}, {'C': 'Bike'}, {'D': 'Airplane'}], 'value_answer': ['Airplane'], 'option_answer': ['D'], 'other': {}}",What could be the preferred mode of transportation?,"[{'A': 'Car'}, {'B': 'Bus'}, {'C': 'Bike'}, {'D': 'Airplane'}]","[""'Airplane'""]",['D'],Sidharth,"['Car', 'Bus']",1,0,"[""'Car'"", ""'Bus'""]",2,1
137,attribute_comparison,portion,Finn recently bought a TV remote at a price of 102 dollars. Finn is thinking of buying a new TV now.,Price of a component of an object is less than the whole object,"{'question_text': 'At what price can Finn get a new TV?', 'options': [{'A': 400}, {'B': 200}, {'C': 500}, {'D': 100}, {'E': 'None'}], 'value_answer': [400, 200, 500], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 102, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",At what price can Finn get a new TV?,"[{'A': 400}, {'B': 200}, {'C': 500}, {'D': 100}, {'E': 'None'}]","['400', '200', '500']","['A', 'B', 'C']",Neeraj,"[400, 200]",3,2,"['400', '200']",2,-1
486,attribute_comparison,flow_rate_and_volume,Carson is filling his two water tank. Each tank is being filled by their respective pipe. Both the pipes are identical. Pipe with higher flow rate has filled its respective tank with 13 liters of water.,Volume filled is directly proportional to flow rate,"{'question_text': 'What could be the volume of water filled by other pipe ?', 'options': [{'A': 4}, {'B': 9}, {'C': 5}, {'D': 13}], 'value_answer': [4, 9, 5], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 13, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the volume of water filled by other pipe ?,"[{'A': 4}, {'B': 9}, {'C': 5}, {'D': 13}]","['4', '9', '5']","['A', 'B', 'C']",Saurabh,"[5, 9]",3,2,"['5', '9']",2,-1
794,attribute_comparison,monotonous_increase,Joel noted the heights of all the students who were standing according to increasing order of their height. The height of the student standing at first place is 120 cm.,A function is called a monotonous increase function if it is strictly increasing.,"{'question_text': 'What could be the height of the student standing in the last position?', 'options': [{'A': 116}, {'B': 115}, {'C': 119}, {'D': 117}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 120, 'more_is_correct_flag': True, 'equal_is_correct_flag': True}}",What could be the height of the student standing in the last position?,"[{'A': 116}, {'B': 115}, {'C': 119}, {'D': 117}, {'E': 'None'}]","[""'None'""]",['E'],Sivapriya,"[116, 115, 119, 117]",1,0,"['116', '115', '119', '117']",4,3
507,attribute_comparison,compressibility_and_pressure,Ryan knows that the if more pressure is applied gases can be stored in containers. He was assigned to develop the process of storing two gases in metal containers. The compressibility factor of the gas on which higher pressure had to be applied is 27 units.,Compressibility factor is directly proportional to pressure at constant density and temperature of the gas.,"{'question_text': 'What could be the compressibility factor of the other gas?', 'options': [{'A': 23}, {'B': 22}, {'C': 26}, {'D': 27}, {'E': 'None'}], 'value_answer': [23, 22, 26], 'option_answer': ['A', 'B', 'C'], 'other': {'given_value': 27, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the compressibility factor of the other gas?,"[{'A': 23}, {'B': 22}, {'C': 26}, {'D': 27}, {'E': 'None'}]","['23', '22', '26']","['A', 'B', 'C']",Yamini,"[23, 22, 26]",3,3,"['23', '22', '26']",3,0
95,attribute_comparison,height_and_potential_energy,Abraham learns about the relation of potential energy and height. 25 units is the height of ball which has higher potential energy.,Potential energy is directly proportional to the height,"{'question_text': 'What could be the height of the other ball ?', 'options': [{'A': 21}, {'B': 27}, {'C': 25}, {'D': 29}, {'E': 'None'}], 'value_answer': [21], 'option_answer': ['A'], 'other': {'given_value': 25, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the height of the other ball ?,"[{'A': 21}, {'B': 27}, {'C': 25}, {'D': 29}, {'E': 'None'}]",['21'],['A'],Neeraj,"[21, 27]",1,1,"['21', '27']",2,1
1162,non_numerical,moving_and_flying_objects,Calvin saw an object moving on the ground from his window.,Vehicles like car and bicycle run on the ground. Vehicles like plane and rockets fly in the air.,"{'question_text': 'What could be the vehicle?', 'options': [{'A': 'bicycle'}, {'B': 'car'}, {'C': 'truck'}, {'D': 'rocket'}], 'value_answer': ['bicycle', 'car', 'truck'], 'option_answer': ['A', 'B', 'C'], 'other': {}}",What could be the vehicle?,"[{'A': 'bicycle'}, {'B': 'car'}, {'C': 'truck'}, {'D': 'rocket'}]","[""'bicycle'"", ""'car'"", ""'truck'""]","['A', 'B', 'C']",Himanshu,"[{'A': 'bicycle'}, {'B': 'car'}]",3,2,"[""'A': 'bicycle'"", ""'B': 'car'""]",2,-1
1436,non_numerical,spider,Lucas saw an animal in a cage. The animal was moving around in the cage using its 8 legs.,"Animals like spider, scorpion and tick have 8 legs.","{'question_text': 'What could the animal be?', 'options': [{'A': 'spider'}, {'B': 'dog'}, {'C': 'scorpion'}, {'D': 'cat'}], 'value_answer': ['spider', 'scorpion'], 'option_answer': ['A', 'C'], 'other': {}}",What could the animal be?,"[{'A': 'spider'}, {'B': 'dog'}, {'C': 'scorpion'}, {'D': 'cat'}]","[""'spider'"", ""'scorpion'""]","['A', 'C']",Saurabh,"[{'A': 'spider'}, {'C': 'scorpion'}]",2,2,"[""'A': 'spider'"", ""'C': 'scorpion'""]",2,0
1609,implicit_numerical_knowledge,quadruple,Tyler spent 5 on buying chocolates and spent more than quadruple of this amount buying burgers.,Quadruple means four times,"{'question_text': 'How many dollars Tyler could have spent on burgers ?', 'options': [{'A': 15}, {'B': 20}, {'C': 16}, {'D': 17}, {'E': 'None'}], 'value_answer': ['None'], 'option_answer': ['E'], 'other': {'given_value': 20, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many dollars Tyler could have spent on burgers ?,"[{'A': 15}, {'B': 20}, {'C': 16}, {'D': 17}, {'E': 'None'}]","[""'None'""]",['E'],Saurabh,"[15, 20]",1,0,"['15', '20']",2,1
1618,implicit_numerical_knowledge,triple,Jonathan has 1 pens and bought pencils more than triple of this amount.,Triple means three times,"{'question_text': 'How many pencils Jonathan could have bought ?', 'options': [{'A': 5}, {'B': 0}, {'C': 3}, {'D': 1}], 'value_answer': [5], 'option_answer': ['A'], 'other': {'given_value': 3, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many pencils Jonathan could have bought ?,"[{'A': 5}, {'B': 0}, {'C': 3}, {'D': 1}]",['5'],['A'],Saurabh,"[5, 0, 3, 1]",1,1,"['5', '0', '3', '1']",4,3
322,attribute_comparison,momentum_and_velocity,Leo's experiment is to observe the relationship between the momentum and speed for two objects that move with different speed.The objects are identical in nature. The quicker object has a momentum of 90 units.,Momentum is directly proportional to velocity.,"{'question_text': 'What could be momentum of the slower object?', 'options': [{'A': 86}, {'B': 97}, {'C': 82}, {'D': 93}, {'E': 'None'}], 'value_answer': [86, 82], 'option_answer': ['A', 'C'], 'other': {'given_value': 90, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be momentum of the slower object?,"[{'A': 86}, {'B': 97}, {'C': 82}, {'D': 93}, {'E': 'None'}]","['86', '82']","['A', 'C']",Himanshu,"[86, 97]",2,1,"['86', '97']",2,0
94,attribute_comparison,height_and_potential_energy,Daniel's experiment is to observe the relationship between potential energy and height using two identical balls. The height of the ball with higher potential energy is 39 units.,Potential energy is directly proportional to the height,"{'question_text': 'What could be the height of the other ball ?', 'options': [{'A': 43}, {'B': 38}, {'C': 35}, {'D': 42}, {'E': 'None'}], 'value_answer': [38, 35], 'option_answer': ['B', 'C'], 'other': {'given_value': 39, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the height of the other ball ?,"[{'A': 43}, {'B': 38}, {'C': 35}, {'D': 42}, {'E': 'None'}]","['38', '35']","['B', 'C']",Neeraj,"[43, 38]",2,1,"['43', '38']",2,0
1336,non_numerical_sg,oxygen_lives,Ivan was told taht all living beings use an essential item in order to live.,Animals require oxygen for survival.,"{'question_text': 'What is that essential item?', 'options': [{'A': 'Laptop'}, {'B': 'Curtain'}, {'C': 'Water'}, {'D': 'Oxygen'}], 'value_answer': ['Water', 'Oxygen'], 'option_answer': ['C', 'D'], 'other': {}}",What is that essential item?,"[{'A': 'Laptop'}, {'B': 'Curtain'}, {'C': 'Water'}, {'D': 'Oxygen'}]","[""'Water'"", ""'Oxygen'""]","['C', 'D']",Sidharth,[D],2,1,['D'],1,-1
369,attribute_comparison,density_and_height_submerged,Graham saw two objects floating on the water. One of the object that was submerged more in the water had density of 32 units.,Submerged height of a floating object is directly proportional to density,"{'question_text': 'What could be the density of the other object ?', 'options': [{'A': 27}, {'B': 35}, {'C': 32}, {'D': 36}], 'value_answer': [27], 'option_answer': ['A'], 'other': {'given_value': 32, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the density of the other object ?,"[{'A': 27}, {'B': 35}, {'C': 32}, {'D': 36}]",['27'],['A'],Saurabh,"[27, 35, 36]",1,1,"['27', '35', '36']",3,2
1158,non_numerical,flying_object,Sebastian was playing on the floor and saw a flying object from the window.,"A human cannot fly but other objects like birds, plane and football can.","{'question_text': 'What could be flying object ?', 'options': [{'A': 'human'}, {'B': 'bird'}, {'C': 'plane'}, {'D': 'football'}], 'value_answer': ['bird', 'plane', 'football'], 'option_answer': ['B', 'C', 'D'], 'other': {}}",What could be flying object ?,"[{'A': 'human'}, {'B': 'bird'}, {'C': 'plane'}, {'D': 'football'}]","[""'bird'"", ""'plane'"", ""'football'""]","['B', 'C', 'D']",Himanshu,"[bird, plane]",3,0,"['bird', 'plane']",2,-1
514,attribute_comparison,compressibility_and_temperature,William is an employee at fire extinguisher manufacturing company. William is asked to learn and observe how the compressibility factor changes at two different temperature for two identical gases. So William compared the compressibility factor and temperature of both the gases to understand the same. The compressibility factor with higher temperature is 17 units.,Compressibility factor is inversely proportional to temperature at constant pressure and density of the gas.,"{'question_text': 'What could be the compressibility factor of the other gas?', 'options': [{'A': 19}, {'B': 21}, {'C': 16}, {'D': 12}, {'E': 'None'}], 'value_answer': [19, 21], 'option_answer': ['A', 'B'], 'other': {'given_value': 17, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the compressibility factor of the other gas?,"[{'A': 19}, {'B': 21}, {'C': 16}, {'D': 12}, {'E': 'None'}]","['19', '21']","['A', 'B']",Yamini,"[19, 21]",2,2,"['19', '21']",2,0
1057,implicit_numerical_knowledge,dice,Samuel painted all faces of more than 5 dice.,A dice has 6 faces,"{'question_text': 'How many faces Samuel could have painted?', 'options': [{'A': 30}, {'B': 38}, {'C': 34}, {'D': 20}], 'value_answer': [38, 34], 'option_answer': ['B', 'C'], 'other': {'given_value': 30, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",How many faces Samuel could have painted?,"[{'A': 30}, {'B': 38}, {'C': 34}, {'D': 20}]","['38', '34']","['B', 'C']",Neeraj,"[30, 38, 34]",2,2,"['30', '38', '34']",3,1
848,attribute_comparison,work_done_and_force,"Carson has to push two cars. Carson pushes the first car with much effort, the value of work done is 21 units.",The work done by a constant force is proportional to the force applied times the displacement of the object.,"{'question_text': 'What could be the work done to move the other car?', 'options': [{'A': 16}, {'B': 23}, {'C': 17}, {'D': 25}], 'value_answer': [16, 17], 'option_answer': ['A', 'C'], 'other': {'given_value': 21, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the work done to move the other car?,"[{'A': 16}, {'B': 23}, {'C': 17}, {'D': 25}]","['16', '17']","['A', 'C']",Sivapriya,"[16, 23, 17, 25]",2,2,"['16', '23', '17', '25']",4,2
1253,non_numerical,covid_and_mask,"With the increase in covid cases due to many new variants, Lincoln has decided to take more precautions and use the best mask available.","High quality KN95, KF94, and N95 masks have the tightest fit and the best filtration to fight Covid. Cloth masks are also effective in filtering out small viral particles.","{'question_text': 'What could be the mask?', 'options': [{'A': 'N95'}, {'B': 'paper'}, {'C': 'flower'}, {'D': 'leaf'}], 'value_answer': ['N95'], 'option_answer': ['A'], 'other': {}}",What could be the mask?,"[{'A': 'N95'}, {'B': 'paper'}, {'C': 'flower'}, {'D': 'leaf'}]","[""'N95'""]",['A'],Yamini,N95,1,0,['N95'],1,0
523,attribute_comparison,diffusion_and_mass,Samuel is studying the graham's law by filling containers with two different gases of different masses. The rate of diffusion of gas when mass is higher is 68 units.,The rate of diffusion is inversely proportional to the molar mass.,"{'question_text': 'What could be the rate of diffusion of other gas?', 'options': [{'A': 64}, {'B': 69}, {'C': 61}, {'D': 72}, {'E': 'None'}], 'value_answer': [69, 72], 'option_answer': ['B', 'D'], 'other': {'given_value': 68, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the rate of diffusion of other gas?,"[{'A': 64}, {'B': 69}, {'C': 61}, {'D': 72}, {'E': 'None'}]","['69', '72']","['B', 'D']",Yamini,"[64, 69]",2,1,"['64', '69']",2,0
572,attribute_comparison,heat_and_area,Victor is having a back ache. He bought two heating pads with different heat transfer rate to warm his muscles and he found the heat transfer to be different. The surface area of the heating pad with lower rate of heat transfer is 112 units.,The rate of heat transfer is directly proportional to the surface area through which the heat is being conducted.,"{'question_text': 'What could be the surface area of the other heating pad?', 'options': [{'A': 109}, {'B': 107}, {'C': 113}, {'D': 115}, {'E': 'None'}], 'value_answer': [113, 115], 'option_answer': ['C', 'D'], 'other': {'given_value': 112, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the surface area of the other heating pad?,"[{'A': 109}, {'B': 107}, {'C': 113}, {'D': 115}, {'E': 'None'}]","['113', '115']","['C', 'D']",Yamini,"[109, 107, 113, 115]",2,2,"['109', '107', '113', '115']",4,2
732,attribute_comparison,workout_calories_2,Richard worksout along with his friend. He burns less calories as compared to his friend. 51 is the number of minutes for which his friend works out.,More minutes of workout is directly proportional to more calories burnt.,"{'question_text': 'What could be the duration for which he works out?', 'options': [{'A': 52}, {'B': 51}, {'C': 49}, {'D': 50}], 'value_answer': [52], 'option_answer': ['A'], 'other': {'given_value': 51, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could be the duration for which he works out?,"[{'A': 52}, {'B': 51}, {'C': 49}, {'D': 50}]",['52'],['A'],Sidharth,"[52, 51, 49, 50]",1,1,"['52', '51', '49', '50']",4,3
145,attribute_comparison,race,Two boys competed in a race. The loser finished the race in 24 minutes.,Race winner takes the least time to finish the race,"{'question_text': 'How many minutes the other boy could have taken to finish the race?', 'options': [{'A': 25}, {'B': 24}, {'C': 22}, {'D': 28}, {'E': 'None'}], 'value_answer': [22], 'option_answer': ['C'], 'other': {'given_value': 24, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How many minutes the other boy could have taken to finish the race?,"[{'A': 25}, {'B': 24}, {'C': 22}, {'D': 28}, {'E': 'None'}]",['22'],['C'],Neeraj,"[25, 24, 22, 28]",1,1,"['25', '24', '22', '28']",4,3
906,change_with_action,cut_items,Logan had 10 apples and he shared some of them with his sister.,When something is eaten its quantity reduces,"{'question_text': 'How much apples Logan could be having now?', 'options': [{'A': 4}, {'B': 10}, {'C': 13}, {'D': 7}, {'E': 'None'}], 'value_answer': [4, 7], 'option_answer': ['A', 'D'], 'other': {'given_value': 10, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",How much apples Logan could be having now?,"[{'A': 4}, {'B': 10}, {'C': 13}, {'D': 7}, {'E': 'None'}]","['4', '7']","['A', 'D']",Neeraj,"[4, 10]",2,1,"['4', '10']",2,0
854,change_with_time,height,"Carlos went to his physician for general checkup today, and got his height checked. It was 18 inches.",Height does not decrease with time,"{'question_text': ""What could have been Carlos's height last year ?"", 'options': [{'A': 13}, {'B': 21}, {'C': 18}, {'D': 16}], 'value_answer': [13, 18, 16], 'option_answer': ['A', 'C', 'D'], 'other': {'given_value': 18, 'more_is_correct_flag': False, 'equal_is_correct_flag': True}}",What could have been Carlos's height last year ?,"[{'A': 13}, {'B': 21}, {'C': 18}, {'D': 16}]","['13', '18', '16']","['A', 'C', 'D']",Neeraj,"[21, 18]",3,1,"['21', '18']",2,-1
714,attribute_comparison,social_media,"Julian uses two social networking platforms, Fakebook and Chatsnap. Among the two he uses Fakebook, most of the social media users use Fakebook as it is more popular compared to ChatSnap. The number of daily active users in Fakebook is 40033.",Number of daily active users in a social media platform is proportional to the popularity of the social media app.,"{'question_text': 'What could be the number of daily active users on Chatsnap?', 'options': [{'A': 40118}, {'B': 40249}, {'C': 39780}, {'D': 39724}, {'E': 'None'}], 'value_answer': [39780, 39724], 'option_answer': ['C', 'D'], 'other': {'given_value': 40033, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the number of daily active users on Chatsnap?,"[{'A': 40118}, {'B': 40249}, {'C': 39780}, {'D': 39724}, {'E': 'None'}]","['39780', '39724']","['C', 'D']",Sidharth,"[40118, 40249]",2,0,"['40118', '40249']",2,0
948,change_with_action,selling,Isaac bought a phone at a discounted price of 515 dollars.,Selling price of an object decreases if discount is given,"{'question_text': 'What could have been the original price of that phone?', 'options': [{'A': 575}, {'B': 600}, {'C': 550}, {'D': 525}], 'value_answer': [575, 600, 550, 525], 'option_answer': ['A', 'B', 'C', 'D'], 'other': {'given_value': 515, 'more_is_correct_flag': True, 'equal_is_correct_flag': False}}",What could have been the original price of that phone?,"[{'A': 575}, {'B': 600}, {'C': 550}, {'D': 525}]","['575', '600', '550', '525']","['A', 'B', 'C', 'D']",Neeraj,"[575, 600, 550]",4,3,"['575', '600', '550']",3,-1
419,attribute_comparison,projectile_height,Adam and his brother are throwing two identical balls in an upward direction at 45 degree of projection angle. Adam's ball which reached at higher height had initial velocity of 35 meter/second.,The maximum height reached by the ball is directly proportional to the initial velocity at which it is thrown if fired at 45 degrees of projection angle.,"{'question_text': ""What could be the initial velocity of the ball thrown by Adam's brother?"", 'options': [{'A': 41}, {'B': 26}, {'C': 37}, {'D': 39}, {'E': 'None'}], 'value_answer': [26], 'option_answer': ['B'], 'other': {'given_value': 35, 'more_is_correct_flag': False, 'equal_is_correct_flag': False}}",What could be the initial velocity of the ball thrown by Adam's brother?,"[{'A': 41}, {'B': 26}, {'C': 37}, {'D': 39}, {'E': 'None'}]",['26'],['B'],Saurabh,"[41, 26]",1,1,"['41', '26']",2,1
