index,category,subcategory,knowledge,premise,hypothesis,binary_classification_label,author,GPT3Pred
747,attribute_comparison,density_and_mass,Density is directly proportional to the mass,Joshua works at company which manufactures rods for construction. He has two similar rods to be transported. Density of the rod with a lower weight is 42 units.,Density of the other rod could be 38 units.,False,Saurabh,False
1434,attribute_comparison,social_media,Number of daily active users in a social media platform is proportional to the popularity of the social media app.,"Joel uses two social networking platforms, Fakebook and Chatsnap. Among the two he uses Fakebook, most of the social media users use Fakebook as it is more popular compared to ChatSnap. The number of daily active users in Chatsnap is 12998.",The number of users on Fakebook could be 13258.,True,Sidharth,False
398,attribute_comparison,cup_and_water,The volume of water cannot be more than the volume of cup.,The cup of water held by Nathan is 137 ml.,Nathan could drink 115 ml of water in from that cup.,True,Kevin,True
1943,implicit_numerical_knowledge,alphabet,English alphabet has 26 letters,A school has a section corresponding to each letter of the english alphabet. Each section has 26 students. A few more students will join the school tomorrow.,The strength of the school tomorrow could be 664 students.,False,Neeraj,True
1129,attribute_comparison,flash_point_and_flammability,Liquids with lower flash points ignite easier.,Edward was conducting a survey on the fire accident scene. He identified two liquids. Further analysis showed the flash point of the liquid with lower flammability is 27 units.,Flash point of the other liquid could be 28 units.,False,Yamini,True
1976,implicit_numerical_knowledge,bones,A human body has 206 bones,"Abraham is a doctor, and is currently aiding one of the patients who has fractured a few bones in an accident.",198 bones could be in the perfect state.,True,Neeraj,False
1183,attribute_comparison,precipitation_and_temperature,Precipitation is directly proportional to average temperature at earth's surface.,"Precipitation can have a negative impact on life. If too much rain or snowmelt (water from melted snow) occurs at one time, it can lead to flooding. Jack is the geologist investigating it and found the cause for change in precipitation is temperature by taking two different scenarios. The precipitation in the scenario with higher surface temperature is 32 mm per hour.",Precipitation in the other scenario could be 33 mm per hour.,False,Yamini,False
1890,change_with_action,selling,Selling price of an object decreases if its broken,James purchased a phone for 393 dollars and its screen broke as it fell on the ground.,James can possibly sell that phone at a price of 150 dollars.,True,Neeraj,True
1470,attribute_comparison,TIR_and_critical_angle,"When a light goes from a denser medium to a less dense medium, as the angle of incidence exceeds the critical angle, the ray reflects the denser medium. This process is called total internal reflection.",Cameron wanted to observe the total internal reflection by the rays of light incident at an angle in the glass. The critical angle of this glass-air interface is 49 units.,The angle of incidence of the light ray at the glass-air interface could be 55 units.,True,Sivapriya,False
671,attribute_comparison,ball_speed_height,Speed of the ball near the ground is directly proportional to the height from which the ball is dropped.,Dawson dropped two identical balls from different height. A ball that has a higher speed near the ground falls from 33 meters high.,Height from which the other ball could have been dropped is 35 meters.,False,Saurabh,False
1257,attribute_comparison,surface_tension_and_temperature,Surface tension decreases when the temperature increases.,Brandon is washing clothes using two different temperature water and found that efficiency of water in cleaning by lowering the surface tension which is how they resist external force with change in temperature. The temperature of the liquid with lower surface tension is 41 units.,Temperature of the water with higher surface tension could be 43 units.,False,Yamini,False
983,attribute_comparison,buoyant_and_density,Buoyant force is directly proportional to the density of the fluid in which an object is immersed.,George is sailing on a boat and was intriugued to study how boat floats on water as part of which he observed the changes in buoyant force and density on two fluids. The buoyant force exerted when density is higher is 23 units.,Buoyant force exerted by other fluid could be 27 units.,False,Yamini,False
891,attribute_comparison,students_classroom,Number of students that can be occupied is directly proportional to the classroom size.,Dylan is scheduling the classroom and timing for the Statistics course. There are two classrooms available for this course. The bigger classroom amongst both can accommodate a maximum of 123 students.,The maximum number of students other classroom could accommodate is 131.,False,Saurabh,False
1424,attribute_comparison,refraction,Refractive index is inversely proportional to speed of light.,Victor performs an experiment on two transparent windows with different refractive index. The speed of light from window with less refractive index is more compared to another window. The refractive index of the window with more light speed is 2.,Refractive index of transparent object when speed of light is lesser could be 3,True,Sidharth,False
92,attribute_comparison,direct_comparison,Smaller planet has a smaller radius in comparison to a larger planet,Planet A is bigger in radius that planet B. The radius of planet B is 20 units.,Radius of planet A could be 25 units.,True,Neeraj,False
2442,non_numerical,time_knowledge,New movies can be watched after the release date.,The latest superhero moving was releasing on 28th February 2022. Adam was a super fan of the superhero and wished to see the movie.,He could have watched the movie on 2nd March 2022.,True,Kevin,True
3078,non_numerical,rational_and_irrational_numbers,"Any number that can be represented in the form of a fraction is a rational number. Irrational numbers like square root of 2,3 or pi are non recurring and non repeating decimals.",Hayden identified the number pi while calculating perimeter of a circle.,The number could an irrational number.,True,Himanshu,True
933,attribute_comparison,area_paint_wall,Volume of paint required is directly proportional to area of the wall.,A restaurant hired a painter to paint two walls in the dining hall. The name of the painter is Jayden. The painter painted the wall with larger surface area and it required 27 volume of paint.,Volume of paint Jayden requires to paint the other wall could be 30.,False,Saurabh,False
1433,attribute_comparison,social_media,Number of daily active users in a social media platform is proportional to the popularity of the social media app.,"Daniel uses two social networking platforms, Fakebook and Chatsnap. Among the two he uses Fakebook, most of the social media users use Fakebook as it is more popular compared to ChatSnap. The number of daily active users in Chatsnap is 48715.",The number of users on Fakebook could be 48554.,False,Sidharth,False
1639,attribute_comparison,rotation_angle_and_arc_length,The angle enclosed by two points on a circle at the center is directly proportional to the length of the arc between those two points.,There is a circular fence where it has two gates. The angle enclosed by first gate is more than the angle enclosed by the second gate at the center of the fence. The length of the first gate is 48 units.,The length of the other gate could be 48 units.,False,Sivapriya,False
1652,attribute_comparison,strain_and_stress,The strain developed in an object is directly proportional to the stress applied.,Adam subjected two balls with stress and more stress was applied to the first ball. The strain developed in the first ball is 35 units.,Strain developed in the other ball could be 29 units.,True,Sivapriya,False
2204,implicit_numerical_knowledge,time,There are 60 minutes in an hour,Graham is preparing for his mathematics exam. He has been studying for 2 hours and a few minutes to complete the syllabus.,"In total, he could have studied for 126 minutes.",True,Neeraj,False
2933,non_numerical,corn_farm,Corn is grown on every continent except antarctica.,Noah began traveling to different countries and planted corn seeds wherever he went. All planted seeds were harvested after a few days.,The place could have been Antarctica.,False,Sivapriya,False
56,attribute_comparison,density,A liquid with lesser density floats on another liquid,Density of a liquid is 16 units. It floats on another liquid.,Density of the other liquid could be 19 units.,True,Neeraj,True
1752,change_with_action,addition,Adding a positive number from a value results in a larger value,72 is the sum of two positive numbers.,One of the numbers could be 57.,True,Neeraj,True
445,attribute_comparison,marks_comparisons,If one does not score at least the passing marks they fail.,Thomas in the civil services test this year scored 71 marks. He was disappointed as he could not clear the cut off score.,The passing marks for Thomas's test could have been 70.,False,Kevin,True
2153,implicit_numerical_knowledge,legs,A human usually has 2 legs,Today Gabriel went to temple with his father for the first time. He noticed people leave their shoes outside the temple. And there were at least 20 shoes outside the temple.,"In total, there could be 9 people in the temple.",False,Neeraj,False
9,attribute_comparison,age,Son's age would be less than that of the father,Cole is 72 years old.,Cole's son could be 97 years old.,False,Neeraj,False
1041,attribute_comparison,compressibility_and_temperature,Compressibility factor is inversely proportional to temperature at constant pressure and density of the gas.,Jordan is an employee at fire extinguisher manufacturing industry. Jordan is asked to learn and observe how the compressibility factor changes at two different temperature of two identical gases. So Jordan compared the compressibility factor and temperature of both the gases to understand the same. The temperature with lower compressibility factor is 108 K.,Temperature of the other gas could be 113 K.,False,Yamini,False
61,attribute_comparison,density,A liquid with lesser density floats on another liquid,Miles has two different liquids in a flask.Density of one of them is 12 units on which another liquid floats,Density of the other liquid could be 13 units.,False,Neeraj,False
998,attribute_comparison,compressibility_and_density,Compressibility factor is inversely proportional to density at constant pressure and temperature of the gas.,"David wants to store two gases in separate containers. To determine the amount of gas that can be stored in the containers, he needs to understand the relation between the compressibility factor and density of gas. The compressibility factor of gas with higher density is 16 units.",Compressibility factor of the other gas could be 24 units.,True,Yamini,False
2215,implicit_numerical_knowledge,working_days,A week has 5 working days,Edward recently joined the ACB company and has been going to the office for at least 9 weeks on all working days.,Edward could have gone for 43 days.,False,Neeraj,True
2960,non_numerical,game_object,"The game cricket can be played using the cricket ball but not with baseball, football, or volley ball.","Graham planned to take his bat, ball to play cricket.",The ball could have been a cricket ball.,True,Sivapriya,True
2104,implicit_numerical_knowledge,days_in_week,A week has 7 days,A Spain soccer player scored at least 4 goals in every match. He played a match every day for a week.,Benjamin could have scored a total of 31 goals in that week.,True,Neeraj,True
1140,attribute_comparison,heat_and_area,The rate of heat transfer is directly proportional to the surface area through which the heat is being conducted.,There are two heating pads that Jude has and they have different surface areas. Rate of heat transfer of the heating pad with lower surface area is 55 units.,Rate of heat transfer of the other heating pad could be 57 units.,True,Yamini,True
1552,attribute_comparison,force_and_spring,The magnitude of the force required to change the length of a spring-like object is directly proportional to the spring constant and the displacement of the spring.,Jordan stretched two similar rubber bands where the second rubber band is stretched with less force compared to the first one. The length of the first rubber band is 28 meters.,The length of the other rubber band could be 27 meters.,True,Sivapriya,True
275,attribute_comparison,portion,Price of a component of an object is less than the whole object,Finn recently bought a TV remote at a price of 102 dollars. Finn is thinking of buying a new TV now.,Finn can get the TV at a price of 100 dollars.,False,Neeraj,False
473,attribute_comparison,speed_and_time,Faster body takes lesser time to travel.,"Cole's friend started from Cole's home and reached the destination an hour late. However, Cole who started at the same time and was travelling at the rate of 91 mph reached the destination in 2 hours.",The speed at which Cole's friend was travelling could have been 96 mph.,False,Kevin,False
1007,attribute_comparison,compressibility_and_density,Compressibility factor is inversely proportional to density at constant pressure and temperature of the gas.,"Abraham wants to store two gases in separate containers. To determine the amount of gas that can be stored in the containers, he needs to understand the relation between the compressibility factor and density of gas. The compressibility factor of gas with lower density is 56 units.",Compressibility factor of the other gas could be 56 units.,False,Yamini,False
1225,attribute_comparison,solubility_and_gas,The solubility of the gas in a solvent is inversely proportional to temperature.,Jesse wanted to know the solubility of two different gases at two different temperature. The temperature of a gas was 44 K when the solubility is higher.,Temperature of the other gas could be 48 K.,False,Yamini,False
216,attribute_comparison,legal_age,One is allowed to join the tournament if they satisfy the age criteria,The minimum age to play a tennis tournament is 16 years. Aaron was allowed to play this tournament due to age criteria.,Aaron could be 18 years old.,True,Neeraj,False
2279,non_numerical,car_and_wheels,A car runs on four wheels. Any other object moving with less number of wheels is not a car. Bicycle moves on two wheels.,Charlie saw an object moving on the road from his window. The object was moving on two wheels.,The object could be a car.,False,Himanshu,False
2903,non_numerical,acids_blue_to_red,Acids turn blue litmus paper to red.,Christopher is performing experiments in a chemistry lab where he is given some substances that turn blue litmus paper to red.,The substances could have been Calcium Hydroxide or Ammonia.,False,Sivapriya,True
2830,non_numerical,painter,A painter is a person who paints.,A Alex wants to renovate his house and hired a painter. The painter used certain objects to finish the job.,He could have used a paint brush for his job.,True,Saurabh,True
2549,non_numerical,reptile_and_habitat,Reptiles can live in land and water.,"In a zoo, Thomas was saw an animal that can live in land and water.",The animal could be a crow.,False,Yamini,False
1416,attribute_comparison,poster,Printing of large poster requires more amount of ink as compared to printing of small posters.,A merketing comoany wants to get 2 posters of different sizes. 248 ml of ink is required for the smaller poster.,Amount of ink required for larger poster could be 267 ml.,True,Sidharth,False
3075,non_numerical,natural_and_whole_numbers,Whole numbers are either positive or zero and natural numbers are only positive.,Barrett's test is to identify the type of numbers written in his notebook. The number in front of him is zero.,The number could be a natural number.,False,Himanshu,False
654,attribute_comparison,power_and_luminocity,Bulbs or lights with higher wattage will be brighter.,Finn bought a 52-watt bulb. He felt the light bulb was too bright and bought a new light bulb that was dimmer.,The new bulb could be of 47 watts.,True,Himanshu,True
890,attribute_comparison,students_classroom,Number of students that can be occupied is directly proportional to the classroom size.,Dylan is scheduling the classroom and timing for the Statistics course. There are two classrooms available for this course. The bigger classroom amongst both can accommodate a maximum of 123 students.,The maximum number of students other classroom could accommodate is 113.,True,Saurabh,True
1048,attribute_comparison,diffusion_and_mass,The rate of diffusion is inversely proportional to the molar mass.,Atlas as part of his assignment was given a problem about Graham's law. The question stated that the molar mass of gas with higher rate of diffusion is 33 units.,Molar mass of the other gas could be 39 units.,True,Yamini,False
296,attribute_comparison,rafting_downstream,speed of the downstream river adds to the speed of the raft,Connor participates in a boat racing competition. He first rows the boat in still water and takes 14 minutes to corss and then while coming back starts going downstream.,The time taken to come back could be 11 units in downstream.,True,Neeraj,False
1314,attribute_comparison,wetting_and_contact_angle,Small contact angles correspond to high wettability.,"To verify the effectiveness of two liquids, Barrett was comparing their contact angles and wettability. The contact angle of the liquid with lower wettability is 50 degrees.",Contact angle of the other liquid could be 41 degrees.,True,Yamini,False
3054,non_numerical,ultrasonic_sensor_and_distance,"Ultrasonic sensors can measure the distance to a wide range of objects regardless of shape, color or surface texture.",Abraham's experiment was to note the level of water boiling in a container for one hour. Abraham was able to note five readings with the help of some sensor.,The sensor could have been an ultrasonic sensor.,True,Sivapriya,True
662,attribute_comparison,speed_height,Speed of the ball near the ground is directly proportional to the height from which the ball is dropped.,"There are two identical balls, each has been dropped from a certain height. A ball which is dropped from higher height has a speed 30 meter/second near ground.",Speed of the other ball could be 26 meter/second.,True,Saurabh,False
2022,implicit_numerical_knowledge,cards,"In a deck of cards, there are 52 cards","While cleaning the room, Alex found that he lost few cards from all his 2 decks.",He could be having 96 cards in total now.,True,Neeraj,True
970,attribute_comparison,flow_rate_and_volume,Volume filled is directly proportional to flow rate,Adam is filling his two water tank. Each tank is being filled by two identical pipes. The water tank that is filled less is being filled by a pipe with flow rate of 26 units.,Flow rate of other pipe could be 28 units.,True,Saurabh,True
1964,implicit_numerical_knowledge,arms,A human has 2 arms,"In a sports meeting, more than 14 sportsmen were present. All of them given a band for both their hands.",30 bands could have been given in total.,True,Neeraj,True
2678,non_numerical_sg,photo,Photosynthesis is the process of converting light energy into chemical energy.,Noah went to a botanical garden and saw a graphic explaining photosynthesis in plants. It was displayed that the light energy is converted to another form of energy that plants can consume.,The other form of energy could be chemical energy.,True,Sidharth,True
1233,attribute_comparison,solubility_and_solid,The solubility of a solid in water increases with an increase in temperature.,"Noah wanted to dissolve salt in water at two different temperatures. At temperature 278 K, the solubility was higher.",The temperature of the other solution could be 281 K.,False,Yamini,True
1656,attribute_comparison,stress_and_force,Stress is directly proportional to the force applied on an object.,Evan needed to crush two boxes and stress value for the box on which more force applied is 18 units.,The value of stress for the other box could be 15 units.,True,Sivapriya,True
2036,implicit_numerical_knowledge,century,A century has 100 years,The price of a property in decreasing by at least 22 dollars every year.,The price could have changed by 2350 dollars after a century.,True,Neeraj,False
1509,attribute_comparison,centripetal_acceleration_and_radius,Centripetal acceleration is inversely proportional to radius keeping the velocity constant.,Isaac is planning to participate in a race event at an exhibition where participants need to make rounds on two different circular paths. Isaac and his competitors' velocity was same. The centripetal acceleration for the smaller circular path is 45 units.,The centripetal acceleration for the other circular path could be 54 units.,False,Sivapriya,False
1328,attribute_comparison,bad_tyre_2,Condition of tyres is inversely proportional to distance travelled by the tyre.,"Bennett has two tyres of bicycle, one of them has travelled 407 miles and is which is in better condition than the other .",The distance travelled by the other tyre could be 413.,True,Sidharth,False
3245,implicit_numerical_knowledge,triple,triple means three times,"Since Lucas was not happy with 8 chocolates, his sister bought more than triple of these chocolates.",Lucas's sister could have bought 22 chocolates.,False,Saurabh,True
948,attribute_comparison,cost_paint_wall,Cost of paint is directly proportional to volume required to paint.,Adriel is painting his two walls in bedroom. Adriel expenses depends on the amount of paint used. The cost to paint a wall that required larger volume is 31 dollars.,The cost Adriel requires to paint the other wall could be 29 dollars.,True,Saurabh,True
1744,change_with_action,addition,Adding a positive number from a value results in a larger value,A positive number was added to 62.,The result could be 75.,True,Neeraj,True
1663,attribute_comparison,stress_and_force,Stress is directly proportional to the force applied on an object.,Kayden has two same bottles where the stress applied to the first bottle is more than on the second bottle. The force exerted on the first bottle is 27 units.,Force exerted on the other bottle could be 35 units.,False,Sivapriya,False
1038,attribute_comparison,compressibility_and_temperature,Compressibility factor is inversely proportional to temperature at constant pressure and density of the gas.,Bennett is a student at a college and he is asked to observe how the compressibility factor changes at two different temperature for two identical gases. So Bennett compared the compressibility factor and temperature of both the gases to understand the same. The compressibility factor of gas with lower temperature is 21 units.,Compressibility factor of the other gas could be 15 units.,True,Yamini,False
1024,attribute_comparison,compressibility_and_pressure,Compressibility factor is directly proportional to pressure at constant density and temperature of the gas.,Leo knows that the if more pressure is applied gases can be stored in containers. He was assigned to develop the process of storing two gases in metal containers. The pressure that had to be applied on the gas with lower compressibility factor is 203 Pa.,Pressure of the other gas could be 210 Pa.,True,Yamini,False
2571,non_numericalSG,airplane_speed,An airplane runs at approx 200 mils per hour before take off,"Greyson is an airplane design engineer, and is working on a design of new model of airplane, he was not able to make the airplane fly into the air because of the less speed.",The speed could be less than 400 miles per hour.,False,Sidharth,False
868,attribute_comparison,sheet_pages,Number of pages made is directly proportional to the area of sheet.,A paper company is making A4 sized papers by cutting two big sheet of paper. Number of papers prepared from a smaller sheet is 238.,Number of A4 sized papers created from other sheet could be 242.,True,Saurabh,True
3219,implicit_numerical_knowledge,quadruple,Quadruple means four times,Tyler spent 5 on buying chocolates and spent more than quadruple of this amount buying burgers.,Tyler could have spent 19 dollars on burgers.,False,Saurabh,True
1267,attribute_comparison,toughness_and_thickness,The critical fracture toughness decreases when thickness of specimens increases.,"Finn is a glass smith. One day he observed that there was a crack in the glasses, and he also observed that the crack propogation was different in two different thickness of two glasses. The thickness of the glass with higher fracture toughness is 46 units.",Thickness of the other could be 41 units.,False,Yamini,False
68,attribute_comparison,direct_comparison,Bigger library can accomodate more books,There is a bigger library nearby. The library can accommodate 60 books.,The capacity of the bigger library could be 66.,True,Neeraj,False
943,attribute_comparison,height_paint_wall,Volume of paint required is directly proportional to height of the wall.,"Alan is painting two walls in the garage, both walls are equally wide. A wall that has a larger height required 32 volume of paint.",Volume of paint Alan requires to paint the other wall could be 34.,False,Saurabh,False
2584,non_numericalSG,brain,"Among all the parts of brain, cerebrum is the largest part of the brain","Henry was curious to know the different parts of the brain, so he decided to learn about the part which consumes maximum volume of the brain.",The part could be cerebrum.,True,Sidharth,True
2599,non_numerical_sg,citrus_fruit,Grapes is a type of citrus fruit.,Leonardo's doctor suggested him to consume more amount of vitamin C because of dificiency of vitamin c in his body and suggests to buy some fruits which are full of vitamin C.,He could have bought a mango.,False,Sidharth,False
2525,non_numerical,flammable_object,Chemicals with higher flash points are less hazardous than chemicals with lower flash points and water does not have a flash point.,Tyler have to use a non-hazardous chemical to clean his car.,The chemical could be acetone.,False,Yamini,True
