index,category,subcategory,knowledge,premise,hypothesis,binary_classification_label,author,GPT3Pred
441,attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Arthur secured 76 marks in the final test and passed.,The passing marks for Arthur's test could have been 79.,False,Kevin,False
596,attribute_comparison,force_and_acceleration,Acceleration of an object is directly proportional to the force applied.,There is a bodybuilding championship and contestants have to push identical objects to show their strength. The runner-up is capable of generating a larger force and is able to push the object with an acceleration of 2457 units.,The winner pushed the object with greater force. The acceleration of the object could be 2461 units.,True,Himanshu,True
1610,attribute_comparison,power_bank_recharge,"The higher the amperes of the input, the faster the power bank will recharge.",Noah bought two power banks and wanted to see the one that charges fast. The one charging fast has the input amperes as 12 units.,The input amperes of the other power bank could be 10 units.,True,Sivapriya,False
1562,attribute_comparison,frequency_and_time,Frequency is inversely proportional to time period.,Calvin designed two Sine waves with different periods of time. The time period of first wave is greater than the second wave. The frequency of the first wave is 39 units.,The frequency of the second wave could be 41 units.,True,Sivapriya,False
1966,implicit_numerical_knowledge,arms,A human has 2 arms,"In a sports meeting, more than 16 sportsmen were present. All of them given a band for both their hands.",34 bands could have been given in total.,True,Neeraj,True
255,attribute_comparison,portion,A portion of an object is less than the whole object,"Atlas was playing cricket along with his friend with a heavy weighted ball, unfortunately they broke a glass which was of 24 pounds.",Weight of the unbroken window could be 22 pounds.,False,Neeraj,False
1234,attribute_comparison,solubility_and_solid,The solubility of a solid in water increases with an increase in temperature.,"Carlos wanted to dissolve salt in water at two different temperatures. At temperature 265 K, the solubility was higher.",The temperature of the other solution could be 262 K.,True,Yamini,False
1735,change_with_time,foot_length,Foot length increases with time,Hayden went shopping to buy new pair of shoes. His foot length is 30 cm when measured at the store.,He could have bought a pair of shoes of foot length 20 cm last year.,False,Saurabh,False
1380,attribute_comparison,obj_weight,Objects with more weight tend to fall faster as compared to objects with less weight.,"Jude performs an experiment on balloons. He takes two balloons,he fills one of them with air  and other one with water in it. He throws both the balloons at the same time from the same height and the balloon with water reaches the ground faster than the balloon with air. The weight of the balloon with water is 10 grams.",The weight of air balloon could be 9 grams.,True,Sidharth,False
2406,non_numerical,light_and_brightness,Illuminating devices/objects can generate light.,Judah was watching TV when there was a major power cut. He finds an object that generated light in the dark.,The object could have been a candle.,True,Kevin,True
2796,non_numerical,hammer_fish,Animal like hammerhead fish have a head shaped similar to hammer.,During researching about different types of fish. Marine biologist found a peculiar fish whose head resembles a tool.,The fish could be hammerhead fish.,True,Saurabh,True
1590,attribute_comparison,monotonous_increase,A function is called a monotonous increase function if it is strictly increasing.,Isaac noted the heights of all the students in the class and made them stand according to their height. The height of the student standing at first place is 109 cm.,Height of the student standing at the last could be 113 cm.,True,Sivapriya,False
2123,implicit_numerical_knowledge,dice,A dice has 6 faces,Jordan painted all faces of at least 2 dice.,Jordan could have painted 0 faces in total.,False,Neeraj,False
1432,attribute_comparison,social_media,Number of daily active users in a social media platform is proportional to the popularity of the social media app.,"Daniel uses two social networking platforms, Fakebook and Chatsnap. Among the two he uses Fakebook, most of the social media users use Fakebook as it is more popular compared to ChatSnap. The number of daily active users in Chatsnap is 48715.",The number of users on Fakebook could be 48857.,True,Sidharth,False
1365,attribute_comparison,internet_speed,Quality of video which can be buffered is directly proportional to internet speed.,"Jameson has two different mobile phones and both of them have two different connections to the Internet. From the first Internet connection, the video transmission was of better quality than the other. 389 MB per sec is the the speed of first internet connection.",The internet speed of the other connection could be 389.,False,Sidharth,False
2862,non_numerical,sleep_standing,Animal like horse can sleep while standing up.,"In a research study on sleeping habits of animals, Leonardo came to know that there is an animal that could sleep while standing up.",The animal could be a horse.,True,Saurabh,True
1137,attribute_comparison,heat_and_area,The rate of heat transfer is directly proportional to the surface area through which the heat is being conducted.,Hayden is having a back ache. He bought two heating pads with different heat transfer rate to warm his muscles and he found the heat transfer to be different. The surface area of the heating pad with higher rate of heat transfer is 113 units.,Surface area of the other heating pad could be 115 units.,False,Yamini,False
2913,non_numerical,blood_color,"The blood of mammals is red, the blood of insects is yellow in color, and the blood of lobster is blue.",Julian was a reporter and went to cover the news related to natural disaster incidents that occurred on the beach nearby. Julian found some dead bodies where the area is completely covered with the blood of red and blue color.,The dead bodies could be of insects.,False,Sivapriya,False
1470,attribute_comparison,TIR_and_critical_angle,"When a light goes from a denser medium to a less dense medium, as the angle of incidence exceeds the critical angle, the ray reflects the denser medium. This process is called total internal reflection.",Cameron wanted to observe the total internal reflection by the rays of light incident at an angle in the glass. The critical angle of this glass-air interface is 49 units.,The angle of incidence of the light ray at the glass-air interface could be 55 units.,True,Sivapriya,False
1760,change_with_action,balance,After spending one is left with lesser money,Ivan earns 9 thousand dollars and spends some money on his food and other essentials.,Ivan could be left with 5 thousand dollars.,True,Neeraj,True
173,attribute_comparison,gift_wrapper,Gift wrapper needs to be of larger area than the object it needs to wrap,Dylan wants to wrap a gift box for a friend. The wrapper has an area of 29 units.,This wrapper can be used to completely wrap a box of area 37 units.,False,Neeraj,False
646,attribute_comparison,momentum_and_velocity,Momentum is directly proportional to velocity.,Bennett's experiment is to observe the relationship between the momentum and speed for two objects that move with different speed.The objects are identical in nature. The quicker object has a momentum of 61 units.,The momentum of slower object could be 57 units.,True,Himanshu,False
2035,implicit_numerical_knowledge,cards,"In a deck of cards, there are 52 cards out of which 26 are black","Ivan had a deck of cards. On his last trip to Vegas, he lost all the red cards and a few other cards.",He could be having 42 cards in total now.,False,Neeraj,False
1346,attribute_comparison,engine_power,Big vehicles require more powerful engines as compared to small vehicle.,Sebastian has a fire truck and a car. 784 horsepower is the power of the car.,The power of truck's engine could be 875 horsepower.,True,Sidharth,False
1785,change_with_action,breaking,Breaking an object reduces its length,Cameron had a rope of length 38 units. He broke that into multiple parts.,Length of a part could be 43 units.,False,Neeraj,False
2744,non_numerical,badminton_tennis,Sports like badminton and tennis is played using rackets.,A sports complex organized a competition for students. Connor went to support his friend and saw many students playing a sport with rackets.,Students could be playing tennis.,True,Saurabh,True
2582,non_numerical_sg,animals_cant_fly,Birds can fly but animals can't fly.,William went to a pet store to buy a pet. After thinking a lot he wanted a pet that could fly.,The pet could have been a Parrot.,True,Sidharth,True
562,attribute_comparison,weight,Heavy person has more weight than a light person.,Jose and his friend recently went a fair. They went to a stall to weigh themselves. Jose who is heavier than his friend weighed 153 pounds.,Jose's friend could weigh 148 pounds.,True,Kevin,True
554,attribute_comparison,volume_and_base_area ,Volume is directly proportional to base area when height is constant.,Isaac and his friend fitted a swimming pool of same height. The base area of Isaac's swimming pool is 3 units and is smaller than his friend.,The base area of Isaac's neighbours swimming pool can be 7 m.,True,Kevin,False
2189,implicit_numerical_knowledge,square,A square has four sides of equal length,"To protect the square garden of side length 18 units from invaders, Liam fenced some of the uncovered sides of his garden with wires.",A wire of length 76 units could result in no wastage.,False,Neeraj,True
2252,implicit_numerical_knowledge,circumference_and_radius,There are four sides in a square.,"To fence the side of a square plot, Jack the mason took 32 hours to finish the job.",The number of hours Jack could take 131 to complete fencing the square plot.,True,Kevin,False
573,attribute_comparison,work_done ,Work done is proportional to rate of work done when time is constant.,Nolan and his friend were building a wall and both of them worked for 25 days. Their manager told that Nolan worked more in the time duration and was paid more. Nolan built the wall at the rate of 6 metre per day.,The rate at which Nolan's friend built the wall could be 6 metre per day.,False,Kevin,False
2046,implicit_numerical_knowledge,chess,"In chess, there are 4 knights, 4 bishops, and 4 rooks; 2 of black and 2 of white",Christian bought more than 8 chess games.,Christian could have 20 black bishops in total.,True,Neeraj,False
2658,non_numerical_sg,Last_month,December is the last month of the year.,Jude was asked about the name of last month in which Christmas is celebrated.,He could have replied that the festival is on the month of December.,True,Sidharth,True
2972,non_numerical,input_device,"An input device like keyboard, the mouse is any hardware device that connects to a computer which sends information into the computer.",Alan used a device to input some information to the computer.,The devices could have been keyboard or mouse.,True,Sivapriya,True
437,attribute_comparison,marks_comparisons,"To pass an exam, you need to get at least passing marks.",Anthony passed an exam where the passing score was 77.,Anthony could have scored 76 marks in that exam.,False,Kevin,False
2371,non_numerical,domestic_animals,Dairy cattle are used to extract milk.,"In his recent trip to a milk production factory, Ivan saw that the factory had a huge farm filled with one type of animal.",The animal could have been a giraffe.,False,Kevin,False
2892,non_numerical,tusk,"Animals like elephant, walrus and wild boar have tusks.",An archaeology team recently found a fossil. The fossil was remains of animals that had tusks.,The animal could be an elephant.,True,Saurabh,True
1148,attribute_comparison,humidity_and_temperature,Relative humidity is inversely proportional to temperature.,"In a physics test that Atlas recently took, it was given in the question that the relative humidity at higher temperature is 61 units.",The relative humidity at lower temperature could be 65 units.,True,Yamini,False
415,attribute_comparison,geometry_rectangles,Width is always lesser than length in a rectangle.,"In Joseph's recent trip, he visited a park which was rectangular in shape. The park was 109 metres in length.",The park visited by Joseph has 118 metres width.,False,Kevin,False
1372,attribute_comparison,length_of_wire,Amount of material required is directly proportional to the length of wire.,Dylan is making two wires of the same aluminium thickness. The amount of aluminium used in the first wire was more than the other wire. The length of that wire is 5 meters.,The length of other wire could be 3 metres.,True,Sidharth,False
3097,non_numerical,polygon_angle,A polygon encloses more than two angles.,In a school there are blocks of different shapes to teach student's about different shapes and the angles in that particular shape. Alexander found out that a some of blocks have more than two angles.,The set of blocks could be a circle.,False,Sidharth,False
943,attribute_comparison,height_paint_wall,Volume of paint required is directly proportional to height of the wall.,"Alan is painting two walls in the garage, both walls are equally wide. A wall that has a larger height required 32 volume of paint.",Volume of paint Alan requires to paint the other wall could be 34.,False,Saurabh,False
736,attribute_comparison,density_and_height_submerged,Submerged height of a floating object is directly proportional to density,Abraham saw two objects floating on the water. One of the object that was submerged more in the water had density of 55 units.,Density of the other object could be 48 units.,True,Saurabh,False
48,attribute_comparison,at_least,If each member contributes at least 1 then total would be more than the number of contributors,Michael and his wife threw an anniversary party to their family and friends. A total of 41 people came to their party but only few of them brought atleast a gift and none of them brought more than one gift.,Total number of gifts could be 40.,True,Neeraj,False
2097,implicit_numerical_knowledge,working_days,A week has 7 days,"Tyler was sick and was unable to gym for a few days. Unfortunately, his gym membership will be expiring exactly after 9 weeks.",Tyler could visit to the gym for 65 days.,False,Neeraj,True
2068,implicit_numerical_knowledge,continents,There are 7 continents in the world,"During COVID-19 pandemic, a healthcare organization helped all continent by funding at least 4 million dollars.",The organization's budget could be 35 million dollars in total.,True,Neeraj,False
1240,attribute_comparison,solubility_and_solid,The solubility of a solid in water increases with an increase in temperature.,"Charles wanted to dissolve salt in water at two different temperatures. At temperature 404 K, the solubility was lower.",The temperature of the other solution could be 410 K.,True,Yamini,True
847,attribute_comparison,projectile_height,Maximum height reached by the ball is directly proportional to the initial velocity at which it is thrown if fired at 45 degrees of projection angle.,"Patrick and his brother are playing with two identical balls. Both were trying to throw the ball as high as possible, the balls were thrown at 45 degree of projection angle. Patrick threw a ball with higher initial velocity that reached height of 29 meter.",Maximum height reached by the ball thrown by Patrick's brother could be 33 meters.,False,Saurabh,False
91,attribute_comparison,direct_comparison,smaller circle has smaller area,"John drew a circle of area 30 sq units. Then, his friend Nancy drew a circle of within it.",Area of Nancy's circle could be 33 sq units.,False,Neeraj,False
1958,implicit_numerical_knowledge,alphabet,English alphabet has 5 vowels,Teacher asked the students to write words in which each vowel appears at least once.,One such word could be of length 7 characters.,True,Neeraj,True
2611,non_numerical_sg,colour_change,Mixing colours creates new colours. Red and yellow colour mix to form orange.,Isaac is a painter and checked his paintbox and found that the container holding orange was empty. So he mixes the red colour with another colour.,The other colour could have been blue.,False,Sidharth,True
2573,non_numerical_sg,airplane_eng,Consuming too much alcohol may lead to liver disease.,"Jose is addicted to alcohol, but he had to stop the alcohol consumption because he was facing some disease, he would have dies if he had not stopped the alcohol consumption",It could have been a knee injury.,False,Sidharth,False
1689,attribute_comparison,water_boil_and_level,Water will convert into water vapour on boiling.,"Ryan boiled a glass of water to drink the hot water. The level of the water in the glass is 31 units. After boiling was done, she took the water into the glass.",The level of the water after boiling could be 36 units.,False,Sivapriya,False
1025,attribute_comparison,compressibility_and_pressure,Compressibility factor is directly proportional to pressure at constant density and temperature of the gas.,Leo knows that the if more pressure is applied gases can be stored in containers. He was assigned to develop the process of storing two gases in metal containers. The pressure that had to be applied on the gas with lower compressibility factor is 203 Pa.,Pressure of the other gas could be 197 Pa.,False,Yamini,False
733,attribute_comparison,density_and_height_submerged,Submerged height of a floating object is directly proportional to density,Two objects floating on water have different densities. Object with higher density has submerged to a height of 54 meters.,Submerged height of the other object could be 55 meters.,False,Saurabh,False
3244,implicit_numerical_knowledge,triple,triple means three times,"Since Lucas was not happy with 8 chocolates, his sister bought more than triple of these chocolates.",Lucas's sister could have bought 25 chocolates.,True,Saurabh,False
416,attribute_comparison,heaviest_knowledge,There is nothing heavier than the heaviest object.,Bentley and his friends went for a weight loss session. Bentley who is the heaviest was 87 kgs.,Bentley's friend's weight could be 84 kgs.,True,Kevin,False
1055,attribute_comparison,diffusion_and_mass,The rate of diffusion is inversely proportional to the molar mass.,Calvin is studying the graham's law by filling containers with different gases of different masses. The rate of diffusion of gas when mass is lower is 28 units.,Rate of diffusion of the other gas could be 31 units.,False,Yamini,False
2948,non_numerical,diwali_and_crackers,"When subjected to fire aluminum powder, sulphur and potassium nitrate produce sound, while barium nitrate (green) and strontium nitrate (red) emit light. The aluminum powder will sparkle.",Logan plans to make crackers and wants light but no noise on the crackers.,The composition of crackers could have been barium nitrate.,True,Sivapriya,False
799,attribute_comparison,gravity_and_masses,Gravitational force is directly proportional to mass,Atlas saw on news that there are two asteroids near earth. These asteroid may hit the ground because of gravitational pull from earth. The two asteroids have different masses and are equally apart from the Earth. The gravitational pull of the Earth to the heaviest asteroid is 58 units.,Gravitational pull from Earth to the other asteroid could be 64 units.,False,Saurabh,False
821,attribute_comparison,projectile_distance,"Horizontal distance travelled by cannon ball is directly proportional to the muzzle velocity, if fired at 45 degree projection angle.",Arthur was wondering how cannons were used before in the war. He was experimenting with two cannons in testing zone to obeserve the distance covered by cannon balls. Two cannons shot two identical cannon balls. The cannon ball that has a greater muzzle velocity covered distance of 112 meters.,Distance travelled by the other cannon ball could be 120 meters.,False,Saurabh,False
126,attribute_comparison,distance,It takes more time to cover larger distance than shorter distance,Two girls who walk at the same speed study in the same school. The girl who stays closer to the school takes 13 minutes to travel from home to school.,The other girl could take 17 minutes to travel from her home to school.,True,Neeraj,False
2939,non_numerical,curd_maker,"Curd can be prepared by using Lactobacillus bacteria but not with any other like Bifidobacterium, Bacillus Coagulans.",Anthony wanted to prepare curd and he took a spoon from the old curd and mixed it with milk. A bacterium present in the old curd converted fresh milk to the curd.,The bacteria could have been Bifidobacterium.,False,Sivapriya,True
2307,non_numerical,dragonflies_wings,Dragonflies have 4 wings.,Jesse was an entomologist and was moving through a rainforest for a study. He saw an insect with 4 wings fluttering nearby.,The insect could have been a mosquito.,False,Himanshu,True
917,attribute_comparison,area_and_volume,Volume filled is directly proportional to area of the pipe,A professor is explaining to his students how water filled in a container is related to dimensions of the pipe. Professor used two pipes filling their respective well experiment to explain. He set the same velocity of flowing water to the pipe and started observing water filled in the wells at a particular time. The pipe with a smaller area has filled 20 liters of water into the well.,Water filled by other pipe could be 18 liters.,False,Saurabh,False
1069,attribute_comparison,diffusion_and_mass,"At higher temperatures, the rate at which fluid particles will diffuse is faster than at lower temperatures.",Leon and his friend heated two bowls of water to make coffee. They noticed that the sugar cubes dissolved at different rates in both bowls. The rate of diffusion of sugar with water in the bowl at lower temperature is 46 units.,Rate of diffusion of the other water could be 43 units.,False,Yamini,False
312,attribute_comparison,sound_limit,A music system can not produce sound more than its limit,Maximum volume of a music system is 16 units.,Maxwell bought this system and played it in his party. He could have played the music at a volume of 16 units,True,Neeraj,True
2592,non_numericalSG,chair_balance,A chair balances on at least 3 legs.,"Parker goes to a bank, but he had to wait because there were many people ahead of him, so decided to sit on the cair, but unfortunately he falls down as soon as he sits on the chair.",It could have two legs.,True,Sidharth,False
3060,non_numerical,waves_and_wavelengths,Human eye can detect wavelengths from 380 to 700 nanometers that are visible region waves but can not detect Gamma or Cosmic rays.,Christopher was working in the laboratory of his experiments where he could not see any of the waves of EM that he used for the tests.,The EM waves could have been Gamma rays or Radio rays.,True,Sivapriya,False
1224,attribute_comparison,solubility_and_gas,The solubility of the gas in a solvent is inversely proportional to temperature.,Jesse wanted to know the solubility of two different gases at two different temperature. The temperature of a gas was 44 K when the solubility is higher.,Temperature of the other gas could be 39 K.,True,Yamini,False
2989,non_numerical,pecking_bird,Only the woodpecker's family birds peck into trees in search of food or to create a nesting site. They also drum or peck in rapid rhythmic succession to establish their territory and attract mates.,Benjamin found some bird in the forest near his guest house that kept pecking the trees.,The bird could have been a crow.,False,Sivapriya,True
2621,non_numerical_sg,dollar_cent,one dollar is equal to 100 cents,"Kevin makes a purchase of 3 dollars, and pays all the amount in denomination of one cent.",He could have given at most 500 coins of 1 cent.,False,Sidharth,True
746,attribute_comparison,density_and_mass,Density is directly proportional to the mass,Joshua works at company which manufactures rods for construction. He has two similar rods to be transported. Density of the rod with a lower weight is 42 units.,Density of the other rod could be 46 units.,True,Saurabh,False
3104,non_numerical,rectangle_parallelogram,All rectangles are parallelogram but all parallelograms are not rectangles.,Abraham was asked about the shape that can always be a parallelogram but is not possible the other way around,Ths shape could be a rectangle,True,Sidharth,True
1982,implicit_numerical_knowledge,bunch,A bunch has 12 items,Greyson have a bunch of bananas and he gave some of them to his friend Tom.,Greyson could be left with 10 bananas.,True,Neeraj,True
2294,non_numerical,cars_and_submarines,Vehicles like car and bicycle run on the ground. Vehicles like submarine travel under water.,David saw a vehicle that moved underwater while scuba diving in the ocean.,The vehicle could be a submarine. ,True,Himanshu,True
2206,implicit_numerical_knowledge,time,There are 60 minutes in an hour,Matthew is preparing for his mathematics exam. He has been studying for 4 hours and a few minutes to complete the syllabus.,"In total, he could have studied for 247 minutes.",True,Neeraj,False
2057,implicit_numerical_knowledge,chess,A chess board has 64 squares,Charles started painting all the squares of a chess board with pink color.,"In an hour, Charles could have painted 68 squares.",False,Neeraj,False
2381,non_numerical,food_and_protein,Non vegetarian food is rich in proteins.,"In a recent blood test, Jacob realised that he was having deficiency of proteins. Since he did not want to use protein supplements, he went and bought an item from a store.",The item could have been a laptop.,False,Kevin,False
